,Fp1,F3,C3,P3,F7,T3,T5,O1,Fz,Cz,Pz,Fp2,F4,C4,P4,F8,T4,T6,O2,EKG
6200,-50.03,-62.15,-3.31,4.06,-41.7,-31.15,-10.89,4.92,-69.99,-62.57,-81.05,-59.64,-58.27,-61.69,-71.33,-76.37,-71.88,-43.59,-14.78,-186.82
6201,-46.52,-64.56,8.82,10.68,-44.43,-30.22,-1.48,14.09,-68.53,-64.44,-81.83,-57.25,-54.69,-65.05,-71.07,-74.48,-70.84,-44.55,-14.23,-243.84
6202,-61.17,-79.63,-12.83,-4.32,-46.77,-37.46,-14.18,-1.77,-90.02,-80.75,-97.35,-72.75,-76.31,-81.66,-92.68,-88.36,-90.15,-59.15,-28.04,-82.04
6203,-56.24,-81.31,-16.03,-6.84,-36.75,-14.7,-12.96,-2.08,-91.87,-83.12,-100.35,-76.08,-78.28,-84.06,-93.9,-91.82,-91.63,-61.39,-29.99,11.18
6204,-30.19,-51.79,12.04,16.22,-29.41,-8.96,2.47,24.68,-61.53,-57.52,-73.59,-43.69,-44.35,-56.85,-60.81,-58.63,-54.75,-29.09,-0.82,50.9
6205,-29.24,-49.21,7.91,17.52,-19.64,-10.68,1.22,22.29,-60.83,-53.29,-69.67,-34.93,-37.73,-48.67,-56.46,-47.56,-42.44,-17.16,5.72,131.04
6206,-43.24,-66.58,-16.54,-4.08,-42.84,-9.02,-23.19,1.56,-77.92,-65.79,-83.18,-47.45,-51.97,-60.41,-73.2,-57.08,-55.35,-32.08,-8.68,75.61
6207,-64.64,-96.02,-48.14,-31.08,-47.07,-27.06,-36.87,-16.36,-103.5,-98.86,-114.73,-75.93,-81.6,-95.56,-103.03,-92.35,-93.16,-71.86,-44.65,-0.05
6208,-74.82,-88.23,-20.06,-21.1,-58.62,-45.63,-22.61,-13.69,-105.62,-98.35,-116.65,-85.69,-88.13,-101.91,-106.35,-100.71,-99.1,-76.4,-47.51,42.41
6209,-87.74,-115.27,-48.75,-32.63,-66.44,-48.2,-36.52,-31.65,-119.4,-105.76,-121.45,-91.49,-94.95,-103.44,-113.44,-99.79,-100.49,-75.94,-49.54,94.07
6210,-61.42,-88.16,-27.96,-17.88,-61.51,-10.96,-24.63,-15.07,-96.73,-87.65,-103.91,-70.57,-73.38,-85.51,-91.68,-84.86,-84.72,-61.71,-35.34,39.89
6211,-56.86,-71.46,-13.82,-11.38,-47.27,-38.8,-19.04,-3.98,-84.29,-81.86,-99.99,-55.81,-61.18,-81.27,-84.15,-76.98,-77.66,-56.78,-30.84,22.7
6212,-66.89,-102.89,-43.6,-25.01,-44.0,-36.73,-28.07,-19.03,-103.55,-91.0,-107.41,-68.41,-70.24,-85.5,-93.47,-77.0,-80.14,-60.47,-34.6,116.78
6213,-61.19,-85.04,-26.28,-14.17,-54.29,-39.38,-21.68,-8.93,-92.0,-81.19,-96.05,-59.57,-63.33,-75.18,-79.72,-65.92,-64.65,-46.2,-22.81,63.28
6214,-45.14,-62.33,-4.46,-3.06,-43.81,-16.22,-14.47,2.38,-74.76,-70.44,-87.03,-47.4,-48.27,-66.17,-64.87,-57.76,-49.09,-34.63,-14.59,-7.7
6215,-57.0,-86.47,-39.42,-23.67,-40.38,-43.31,-31.22,-15.6,-94.04,-84.29,-98.06,-59.42,-61.3,-73.68,-74.97,-62.17,-56.07,-38.58,-20.46,89.7
6216,-54.49,-74.66,-6.53,-2.44,-38.85,-18.82,-17.19,-8.62,-85.1,-73.27,-87.12,-54.16,-55.69,-65.94,-68.84,-54.42,-49.15,-30.94,-11.85,100.4
6217,-52.22,-78.04,-14.5,-14.24,-78.46,-23.02,-33.1,-14.21,-85.41,-79.77,-94.86,-52.3,-56.08,-72.68,-70.71,-56.32,-50.48,-37.21,-18.15,40.01
6218,-45.45,-54.58,7.99,2.13,-39.19,-31.4,-10.04,4.54,-71.86,-67.4,-81.41,-41.36,-44.81,-60.94,-58.87,-45.36,-37.7,-26.67,-7.88,63.72
6219,-38.3,-60.74,3.47,9.12,-36.4,-25.79,-5.82,8.17,-67.46,-54.83,-68.16,-29.86,-33.28,-45.65,-47.65,-28.42,-22.4,-11.05,7.96,104.09
6220,-43.44,-69.73,-5.42,0.94,-38.18,-21.28,-7.06,5.03,-71.24,-62.4,-77.24,-35.68,-39.22,-53.71,-51.25,-36.2,-28.38,-20.96,-1.52,65.79
6221,-48.18,-80.72,-37.14,-24.36,-40.15,-16.85,-27.7,-6.68,-82.05,-78.64,-93.64,-43.49,-43.09,-64.15,-57.72,-44.91,-36.97,-33.28,-15.99,31.17
6222,-48.88,-72.81,-11.33,-10.58,-47.89,-33.5,-22.81,-7.44,-78.77,-68.39,-82.18,-36.92,-37.6,-50.68,-52.49,-31.9,-24.24,-20.72,-4.69,100.65
6223,-58.92,-89.77,-33.06,-23.49,-45.04,-22.9,-30.05,-17.14,-89.84,-79.61,-93.29,-43.03,-46.3,-57.94,-56.44,-38.61,-27.9,-24.09,-12.67,61.63
6224,-60.86,-87.84,-33.37,-32.28,-59.72,-34.15,-43.52,-24.55,-91.59,-89.94,-105.5,-48.46,-50.93,-69.29,-60.98,-50.96,-35.52,-37.37,-25.46,-1.69
6225,-58.83,-76.9,-15.17,-12.21,-64.86,-47.45,-16.56,-10.41,-86.08,-79.83,-93.21,-45.37,-46.49,-58.94,-56.52,-42.23,-30.79,-24.73,-12.82,100.48
6226,-62.31,-92.93,-33.56,-20.74,-61.31,-52.14,-21.68,-16.53,-94.84,-84.49,-96.37,-48.97,-52.58,-61.38,-59.31,-43.3,-36.08,-24.49,-12.13,109.9
6227,-57.93,-84.34,-28.15,-23.77,-58.18,-35.21,-26.45,-14.53,-87.65,-85.14,-97.92,-49.17,-49.78,-62.86,-53.83,-46.12,-36.24,-26.99,-15.52,26.24
6228,-65.39,-97.2,-38.76,-29.82,-76.72,-34.76,-40.55,-20.54,-89.23,-84.9,-97.67,-48.59,-45.82,-61.38,-53.82,-44.43,-35.48,-24.82,-15.28,73.4
6229,-52.34,-73.9,-18.04,-15.69,-35.27,-20.21,-26.52,-18.23,-80.04,-69.35,-84.04,-39.34,-37.57,-48.54,-47.2,-31.34,-27.1,-18.7,-6.51,99.32
6230,-37.75,-58.97,-8.35,-8.47,-46.36,-35.72,-17.5,-8.64,-61.1,-56.98,-74.72,-19.45,-20.99,-34.65,-30.42,-17.74,-16.68,-8.79,2.5,35.83
6231,-36.01,-55.08,0.56,-2.45,-47.26,-32.68,-14.43,-1.55,-55.23,-55.76,-73.16,-14.94,-15.54,-34.75,-23.35,-16.25,-12.09,-5.15,5.13,4.9
6232,-42.22,-72.79,-25.57,-20.31,-24.02,-4.18,-37.57,-19.47,-66.79,-59.8,-76.95,-21.89,-22.8,-35.75,-30.55,-15.43,-13.35,-3.13,4.21,65.88
6233,-50.08,-85.97,-42.17,-29.35,-50.5,-32.64,-41.19,-25.2,-76.42,-68.66,-84.54,-34.91,-36.82,-45.59,-37.87,-29.15,-25.04,-12.05,-3.3,53.32
6234,-47.92,-66.52,-25.95,-27.77,-44.64,-4.48,-41.27,-20.02,-68.26,-69.39,-86.44,-34.9,-33.28,-49.3,-34.91,-34.75,-32.01,-19.13,-7.1,-7.97
6235,-55.73,-79.14,-24.03,-22.68,-76.81,-56.21,-38.49,-20.38,-77.51,-70.04,-83.85,-38.1,-39.73,-49.51,-35.17,-35.02,-32.22,-12.76,-1.86,59.51
6236,-42.79,-65.86,-0.74,4.63,-48.5,-49.57,-4.16,-1.44,-65.62,-51.94,-64.39,-25.69,-31.5,-33.17,-21.08,-20.64,-16.64,6.79,17.32,79.02
6237,-36.57,-58.11,3.56,-0.48,-55.27,-33.07,-14.81,-0.11,-58.88,-54.5,-66.0,-23.04,-25.81,-33.86,-12.95,-18.91,-13.21,6.84,15.53,-11.92
6238,-48.18,-77.68,-32.47,-29.74,-57.97,-19.14,-43.74,-19.04,-79.28,-75.14,-84.64,-39.53,-43.4,-49.87,-28.58,-36.18,-27.3,-5.08,1.87,28.13
6239,-47.29,-71.37,-18.91,-10.73,-41.49,-23.25,-21.2,-11.16,-76.8,-65.38,-73.91,-33.16,-39.76,-41.74,-23.72,-25.5,-21.74,1.46,11.63,57.02
6240,-56.15,-82.85,-28.55,-25.45,-60.89,-36.27,-43.54,-23.74,-86.16,-79.55,-90.1,-45.96,-51.31,-57.65,-36.15,-42.05,-37.14,-15.54,-5.68,-8.31
6241,-47.71,-76.86,-22.89,-17.56,-52.12,-46.63,-29.26,-10.24,-74.64,-71.62,-83.17,-29.15,-36.83,-47.28,-25.12,-29.76,-23.4,-7.64,2.99,-9.12
6242,-28.8,-55.58,3.17,9.7,-36.49,-25.13,-2.14,5.39,-55.04,-46.06,-58.57,-7.87,-18.33,-20.91,-3.57,-1.63,1.42,17.11,27.78,54.18
6243,-21.57,-49.52,-3.24,2.18,-27.84,-18.59,-13.53,-0.62,-51.65,-45.61,-59.79,-10.7,-19.33,-19.04,-3.79,-2.51,-0.49,14.51,26.26,23.79
6244,-26.05,-55.49,-6.26,-4.66,-36.08,-33.26,-21.43,0.8,-50.15,-50.66,-65.82,-8.64,-15.2,-22.94,-3.63,-5.95,-3.93,10.71,21.46,-36.28
6245,-46.31,-76.21,-22.49,-18.72,-54.48,-37.27,-29.5,-13.38,-72.56,-68.49,-83.31,-30.08,-35.71,-43.16,-23.78,-27.12,-23.7,-3.03,6.18,10.55
6246,-39.54,-72.38,-21.87,-10.79,-45.27,-31.92,-20.78,-7.75,-71.33,-60.04,-72.89,-22.78,-32.51,-34.33,-17.75,-18.34,-13.89,7.32,16.45,7.71
6247,-39.25,-67.78,-29.73,-20.13,-40.48,-30.0,-29.15,-8.85,-68.92,-69.23,-82.66,-27.07,-36.11,-44.14,-21.5,-25.75,-18.26,2.33,8.81,-47.24
6248,-40.78,-64.33,-13.43,-10.63,-47.2,-28.5,-24.93,-2.11,-63.58,-60.14,-73.16,-23.89,-31.15,-35.37,-12.31,-17.32,-8.5,15.21,19.7,-30.66
6249,-40.23,-66.49,-4.06,1.12,-44.4,-22.78,-12.87,2.56,-64.92,-51.83,-65.05,-20.79,-31.79,-29.53,-11.93,-9.88,-5.47,22.81,27.85,32.41
6250,-31.26,-65.99,-17.82,-13.66,-47.85,-43.39,-26.36,-7.54,-62.86,-58.91,-74.39,-20.03,-28.12,-35.41,-14.81,-11.06,-10.48,11.89,16.42,-55.36
6251,-38.79,-76.09,-28.19,-28.3,-55.56,-15.87,-47.75,-17.46,-65.6,-64.87,-81.92,-21.79,-29.26,-39.78,-16.23,-19.19,-13.02,5.74,10.0,-55.61
6252,-37.3,-60.51,-6.48,-4.67,-40.31,-22.53,-16.53,-3.83,-63.66,-55.67,-72.53,-25.39,-32.61,-36.69,-18.75,-20.16,-16.45,10.49,17.65,16.47
6253,-32.39,-52.92,-10.84,-9.44,-25.89,-28.99,-25.23,-5.06,-62.87,-56.05,-73.78,-21.83,-32.23,-36.37,-17.75,-19.63,-17.33,10.52,16.56,-32.07
6254,-42.97,-64.55,-24.29,-26.25,-46.3,-52.41,-37.49,-12.44,-68.73,-69.35,-87.21,-30.44,-40.27,-51.16,-27.28,-32.27,-30.6,-1.86,4.31,-44.73
6255,-56.66,-77.64,-31.58,-33.41,-60.6,-42.51,-46.3,-23.7,-80.08,-77.24,-94.27,-43.47,-52.33,-60.22,-38.77,-44.13,-45.59,-13.51,-4.86,24.04
6256,-57.8,-98.13,-40.53,-30.27,-62.46,-54.72,-40.14,-23.48,-83.9,-72.91,-88.4,-43.3,-53.87,-56.04,-37.54,-43.16,-44.76,-11.03,0.03,39.17
6257,-25.62,-56.97,-3.94,-5.98,-32.3,-14.56,-19.74,1.58,-54.23,-52.42,-68.85,-19.48,-30.65,-39.87,-15.06,-25.88,-27.15,5.75,16.51,-18.24
6258,-39.72,-67.57,-7.87,-9.16,-47.04,-57.89,-23.62,-2.62,-61.96,-57.87,-72.6,-29.55,-35.3,-42.82,-17.0,-30.19,-29.33,6.35,14.96,15.63
6259,-54.54,-80.51,-23.19,-16.22,-71.79,-39.96,-29.7,-15.57,-73.7,-61.28,-74.88,-38.53,-46.81,-45.89,-24.58,-33.65,-32.5,6.6,13.02,70.27
6260,-38.92,-74.72,-29.64,-21.32,-56.97,-17.53,-42.39,-14.99,-64.91,-57.29,-70.98,-29.91,-38.72,-39.88,-12.28,-30.99,-25.59,12.56,18.35,-16.16
6261,-22.78,-51.6,-4.14,2.03,-40.72,-21.55,-16.88,9.31,-43.42,-39.79,-53.31,-9.43,-14.81,-22.11,11.07,-13.12,-7.67,27.08,35.54,-29.34
6262,-48.26,-68.68,-16.3,-15.31,-42.15,-38.06,-38.2,-18.5,-69.66,-59.53,-74.08,-32.94,-44.02,-42.87,-17.75,-36.01,-33.38,5.42,14.84,75.34
6263,-55.5,-86.9,-39.14,-36.15,-52.78,-37.85,-60.24,-33.25,-79.61,-69.23,-83.85,-34.92,-47.78,-48.13,-21.61,-41.39,-36.23,-0.62,7.92,35.73
6264,-36.05,-64.06,-18.0,-19.03,-58.71,-14.65,-35.35,-11.04,-58.23,-57.65,-72.72,-19.12,-28.65,-38.05,-7.12,-27.52,-23.82,7.43,17.26,-25.07
6265,-26.51,-47.46,7.67,6.97,-38.83,-29.16,-6.19,5.37,-47.62,-42.24,-58.25,-7.01,-19.38,-28.14,0.28,-15.23,-13.65,18.95,29.28,50.61
6266,-24.36,-47.77,5.16,9.6,-28.1,-36.59,-4.07,2.85,-48.62,-38.42,-54.62,0.02,-18.85,-25.36,0.55,-5.21,-10.58,18.55,30.84,35.06
6267,-35.29,-67.99,-12.48,-7.36,-49.71,-51.06,-20.34,-6.71,-60.83,-55.28,-70.38,-10.56,-30.3,-41.93,-11.1,-20.5,-25.6,2.24,14.06,-12.7
6268,-26.07,-52.11,-2.62,-1.51,-41.09,-31.98,-18.83,0.68,-53.78,-48.91,-63.59,0.02,-20.46,-34.51,-2.52,-6.63,-15.43,13.03,22.96,18.92
6269,-39.84,-73.72,-17.73,-6.56,-46.56,-26.47,-20.19,-6.29,-67.37,-54.62,-67.85,-12.09,-32.41,-39.16,-11.04,-10.18,-18.87,13.92,22.46,59.71
6270,-33.06,-62.13,-14.1,-9.89,-45.91,-46.74,-22.58,-6.66,-61.83,-55.55,-69.97,-10.22,-32.84,-40.52,-9.24,-12.99,-15.42,11.43,18.5,-18.73
6271,-30.56,-51.87,1.32,-5.59,-41.18,-35.95,-25.8,-4.46,-54.52,-52.76,-68.95,-8.4,-24.66,-35.49,-2.07,-13.29,-10.46,9.6,17.58,-9.16
6272,-49.56,-81.29,-27.89,-18.39,-52.53,-22.02,-36.93,-12.11,-71.6,-58.53,-71.36,-20.44,-33.15,-35.54,-6.37,-17.09,-11.49,13.77,19.55,70.07
6273,-39.46,-70.08,-11.5,-3.27,-62.44,-31.21,-19.99,0.43,-61.91,-47.36,-62.05,-13.28,-26.39,-27.32,2.27,-14.33,-5.85,20.57,26.57,34.26
6274,-32.33,-62.5,-29.83,-22.65,-39.42,-12.42,-44.32,-6.96,-56.18,-52.94,-67.26,-8.24,-20.28,-28.68,7.59,-13.96,-5.6,16.83,22.69,-67.37
6275,-17.9,-47.82,2.01,3.31,-14.93,-10.98,-30.34,6.71,-41.99,-30.98,-45.39,5.98,-4.95,-6.67,24.14,8.07,14.5,37.13,43.97,21.62
6276,-23.7,-54.18,8.84,14.66,-40.28,-36.39,-11.83,11.93,-46.31,-31.98,-43.17,1.6,-14.24,-11.06,17.94,1.82,9.74,39.06,43.83,37.19
6277,-34.75,-55.64,3.51,8.63,-58.58,-56.27,-9.71,10.28,-54.07,-46.46,-56.55,-11.92,-22.45,-29.56,6.84,-16.73,-4.32,22.14,28.31,-47.2
6278,-47.25,-64.76,-7.92,-6.45,-72.02,-54.83,-28.74,-5.31,-66.06,-57.83,-69.66,-26.43,-33.84,-40.55,-7.25,-30.46,-18.46,8.08,14.96,26.81
6279,-43.1,-74.48,-16.57,-2.55,-53.01,-44.56,-20.24,-2.85,-64.27,-50.84,-61.7,-21.02,-29.69,-32.04,-4.36,-23.3,-12.32,15.93,23.38,45.46
6280,-39.23,-71.66,-21.19,-9.42,-41.76,-47.87,-25.46,-4.29,-63.59,-55.12,-68.66,-20.26,-32.58,-40.59,-9.38,-34.94,-21.31,7.59,15.0,-5.55
6281,-32.09,-55.73,1.88,4.98,-42.69,-41.33,-19.45,7.65,-50.34,-45.13,-57.91,-10.54,-18.78,-29.72,3.96,-28.4,-12.56,18.82,25.17,2.67
6282,-36.7,-64.14,-7.37,2.25,-49.63,-43.17,-29.09,1.43,-52.33,-40.81,-51.91,-11.14,-15.6,-22.78,5.54,-19.88,-3.72,29.06,32.59,37.47
6283,-38.55,-68.88,-14.1,-1.2,-54.43,-39.51,-27.17,0.47,-58.91,-47.03,-58.1,-15.23,-25.24,-30.99,-5.3,-29.75,-13.38,17.37,24.67,6.41
6284,-47.46,-71.05,-19.99,-18.59,-71.11,-60.33,-51.4,-13.39,-65.46,-62.14,-76.33,-24.15,-29.6,-51.12,-15.94,-42.4,-28.64,0.25,7.22,-56.89
6285,-36.61,-57.68,-5.41,-3.29,-42.36,-45.23,-30.63,-1.43,-56.51,-48.78,-62.73,-14.24,-22.88,-38.53,-6.07,-31.77,-22.66,13.14,22.49,11.21
6286,-40.32,-75.49,-22.49,-7.31,-46.0,-8.52,-28.2,-7.42,-64.46,-51.42,-63.2,-14.04,-25.91,-37.28,-9.91,-29.47,-20.59,11.16,20.46,24.32
6287,-30.65,-63.39,-24.55,-19.11,-54.14,3.22,-51.0,-9.14,-59.12,-56.65,-70.04,-14.16,-25.57,-44.39,-8.32,-37.04,-23.42,8.42,16.33,-49.89
6288,-31.08,-55.98,-13.4,-6.91,-34.75,-40.75,-30.38,-2.77,-58.68,-53.63,-67.2,-15.46,-24.21,-44.67,-10.3,-39.73,-28.95,5.29,16.94,-18.79
6289,-39.18,-64.39,1.9,6.93,-49.07,-37.17,-18.89,3.39,-60.47,-45.73,-56.58,-13.18,-24.98,-37.2,-8.27,-37.06,-24.73,13.02,26.8,63.95
6290,-38.86,-61.25,-1.06,1.69,-35.05,-56.06,-19.92,0.93,-59.48,-52.78,-66.33,-23.75,-33.45,-48.01,-15.5,-48.32,-34.29,1.43,14.38,-19.52
6291,-39.88,-65.13,-7.21,-2.17,-60.95,-49.54,-23.31,3.35,-56.7,-51.06,-64.82,-17.19,-25.49,-42.64,-10.4,-44.9,-31.05,2.89,16.36,-6.22
6292,-30.75,-46.61,11.8,14.77,-36.5,-14.36,-11.31,10.69,-44.4,-33.36,-47.69,-8.08,-16.48,-28.0,0.16,-29.82,-15.15,21.93,33.88,39.96
6293,-32.35,-50.88,4.62,5.7,-41.45,-26.2,-27.68,3.2,-48.15,-36.51,-51.88,-15.43,-22.49,-32.44,-5.22,-37.31,-21.47,17.77,28.58,22.44
6294,-35.85,-54.98,3.8,4.58,-56.05,-57.69,-21.63,8.74,-48.54,-43.47,-57.71,-19.09,-24.67,-40.25,-8.0,-44.62,-28.22,8.79,20.2,-0.13
6295,-56.36,-69.54,-9.68,-6.8,-60.8,-58.43,-27.83,-6.54,-65.99,-57.38,-72.98,-38.41,-43.9,-55.96,-29.2,-62.41,-48.38,-9.81,3.13,80.38
6296,-62.74,-89.62,-36.63,-24.87,-63.68,-44.34,-48.81,-21.52,-78.32,-65.27,-80.11,-42.2,-54.3,-59.6,-38.2,-66.36,-53.83,-16.72,-3.0,96.84
6297,-42.8,-65.28,-4.73,-2.75,-59.78,-59.33,-30.83,-1.45,-51.68,-47.11,-65.02,-18.16,-24.4,-41.98,-15.77,-46.95,-34.97,-5.24,9.08,8.98
6298,-28.72,-53.61,-5.91,1.18,-36.58,-34.75,-23.73,9.62,-43.2,-37.24,-53.61,-13.01,-11.93,-29.98,-2.97,-37.33,-22.16,11.03,23.04,44.12
6299,-34.91,-59.38,-4.67,6.85,-41.25,-14.0,-21.18,7.66,-47.58,-32.51,-47.74,-8.18,-14.33,-24.84,-4.79,-30.27,-18.51,16.46,28.96,105.63
6300,-45.03,-63.73,-3.66,-0.84,-50.85,-37.05,-34.59,0.81,-49.41,-41.69,-58.47,-11.59,-19.68,-35.4,-10.19,-41.95,-28.44,1.86,16.02,7.2
6301,-31.38,-50.19,5.01,4.08,-56.03,-60.7,-31.65,7.89,-35.62,-31.47,-50.45,0.99,-2.6,-22.72,4.65,-26.13,-10.91,16.18,26.83,7.22
6302,-17.74,-41.3,15.26,22.46,-32.39,-28.88,-6.3,21.61,-28.69,-17.09,-33.99,11.01,5.45,-9.39,12.77,-8.79,3.13,30.32,41.79,59.31
6303,-35.85,-60.35,0.96,9.77,-46.67,-49.31,-17.85,9.17,-45.01,-33.85,-50.52,-8.57,-13.2,-28.5,-5.19,-30.18,-17.4,11.2,23.29,-21.5
6304,-24.26,-47.18,3.14,15.38,-42.37,-45.27,-10.88,21.15,-33.08,-27.28,-42.47,1.24,0.3,-22.15,7.51,-21.2,-7.76,18.66,32.16,-157.59
6305,-30.42,-59.14,-1.18,8.76,-32.81,-38.83,-20.44,14.02,-45.32,-33.99,-47.2,-6.59,-10.98,-28.88,-1.93,-26.04,-10.22,20.42,30.9,-172.98
6306,-43.6,-56.71,5.9,5.12,-70.2,-60.23,-29.8,-1.23,-54.61,-42.26,-56.65,-18.3,-25.35,-41.21,-17.54,-35.76,-20.06,8.19,16.76,-196.63
6307,-41.27,-61.0,0.71,-1.2,-48.3,-43.39,-27.54,1.16,-57.7,-51.13,-65.61,-22.52,-28.52,-50.34,-20.92,-44.07,-27.33,-5.47,5.3,-169.92
6308,-47.66,-65.02,-1.07,-2.36,-49.51,-45.67,-31.44,-1.26,-58.65,-52.86,-67.31,-18.79,-24.45,-49.27,-19.56,-40.12,-23.82,-1.99,7.44,9.26
6309,-35.69,-56.79,-7.07,3.64,-44.14,-23.54,-25.55,3.34,-52.1,-38.35,-52.48,-6.1,-12.15,-27.56,-7.4,-19.4,-5.6,15.88,24.99,105.66
6310,-27.22,-51.74,-19.56,-4.09,-36.61,-23.13,-25.34,3.39,-50.41,-44.73,-59.07,-6.23,-11.32,-33.44,-9.21,-21.71,-10.44,5.95,15.25,48.93
6311,-34.23,-56.04,-1.37,-4.47,-55.79,-47.86,-32.68,3.48,-52.7,-51.6,-66.15,-14.17,-13.44,-43.34,-14.44,-30.87,-15.01,-0.16,7.99,21.89
6312,-63.55,-81.79,-19.18,-19.19,-69.24,-65.49,-55.94,-19.84,-77.35,-66.64,-79.55,-30.95,-33.57,-58.87,-36.94,-45.24,-32.69,-15.46,-6.39,73.74
6313,-48.68,-77.21,-15.14,-7.17,-67.24,-33.15,-41.88,-6.31,-65.12,-54.95,-68.41,-16.8,-24.66,-47.51,-24.6,-34.15,-23.27,-4.95,4.63,50.31
6314,-28.75,-59.12,-1.11,6.53,-39.74,-54.26,-19.41,11.77,-44.08,-41.39,-55.08,0.05,-4.77,-34.1,-7.9,-18.99,-9.59,4.83,14.51,-7.44
6315,-45.99,-59.8,5.37,0.97,-47.48,-35.16,-32.79,-1.37,-54.44,-48.01,-64.14,-14.39,-18.56,-44.89,-23.19,-30.2,-21.33,-3.01,5.63,94.06
6316,-34.83,-59.4,-2.11,-0.26,-44.53,-21.26,-44.61,-4.03,-51.15,-41.2,-58.04,-5.09,-10.47,-35.08,-17.21,-16.84,-8.22,6.85,12.9,79.92
6317,-11.27,-31.14,24.96,25.78,-26.99,-47.17,-7.68,23.57,-25.34,-23.58,-40.53,14.85,11.38,-21.27,2.77,-1.22,7.46,18.34,26.85,-5.29
6318,-21.9,-48.7,8.99,13.06,-17.62,-41.23,-16.49,13.3,-38.49,-34.8,-51.82,8.58,4.33,-29.95,-5.82,-10.72,-2.72,10.88,17.8,38.28
6319,-46.99,-75.76,-21.18,-7.73,-50.06,-36.1,-38.09,-10.75,-63.98,-50.86,-65.55,-13.73,-17.3,-42.46,-23.97,-26.32,-15.97,1.73,7.44,89.1
6320,-21.48,-41.37,4.08,12.18,-47.65,-25.33,-17.34,14.72,-39.68,-30.3,-46.38,3.03,1.8,-25.47,-0.63,-9.35,3.76,21.04,26.18,18.31
6321,-6.86,-20.71,35.86,29.59,-16.59,-24.31,-3.47,28.52,-22.17,-19.58,-36.76,16.83,16.99,-16.59,11.1,-1.1,12.17,27.56,33.34,-0.71
6322,-46.19,-68.49,-8.71,-1.65,-63.73,-49.55,-29.96,-3.66,-60.14,-48.61,-64.97,-13.76,-20.76,-43.33,-23.33,-30.55,-17.31,-0.16,7.39,84.59
6323,-36.04,-58.52,-3.0,1.49,-52.37,-46.79,-29.63,-2.0,-49.31,-39.28,-59.89,-5.79,-7.85,-34.81,-16.5,-20.94,-7.16,4.75,12.5,74.07
6324,-18.53,-40.15,-0.38,-0.54,-45.31,-38.65,-33.48,6.1,-34.86,-36.04,-59.02,7.82,5.99,-30.86,-5.64,-16.65,-0.57,11.43,15.01,4.27
6325,-20.74,-38.15,9.02,11.52,-31.08,-29.2,-17.84,14.14,-34.27,-29.8,-50.47,4.79,6.05,-23.36,-4.0,-9.72,5.55,20.17,22.17,85.47
6326,-25.61,-41.77,6.78,4.37,-26.49,-24.98,-30.62,-2.21,-41.62,-34.28,-58.54,0.16,0.46,-30.05,-15.64,-14.01,-4.46,7.3,10.21,95.36
6327,-24.37,-46.47,7.06,-1.53,-39.63,-43.41,-31.79,-1.2,-43.49,-42.2,-65.83,-8.6,-0.9,-40.67,-18.81,-30.22,-14.34,-5.41,-0.88,16.13
6328,-24.17,-34.89,12.91,2.68,-32.18,-31.52,-28.81,2.26,-36.45,-38.17,-63.61,-2.26,3.02,-35.03,-17.59,-23.94,-9.9,-1.24,2.81,60.58
6329,-32.61,-51.18,0.17,-0.12,-24.0,-37.62,-30.33,-2.57,-43.71,-36.94,-60.62,-5.6,-2.06,-32.17,-18.83,-22.41,-6.13,6.84,6.98,75.6
6330,-31.34,-50.43,6.68,5.37,-45.0,-46.3,-23.84,-0.16,-38.14,-35.32,-59.27,-4.17,0.63,-32.51,-15.77,-23.07,-7.11,4.14,1.38,2.84
6331,-32.15,-48.83,-0.06,-8.01,-55.69,-47.32,-41.65,-9.61,-42.35,-44.7,-71.64,-7.56,-1.32,-42.95,-25.54,-32.1,-20.21,-8.7,-12.73,18.23
6332,-43.43,-63.7,-16.76,-13.06,-49.71,-45.16,-43.49,-19.22,-52.69,-48.7,-75.22,-14.02,-8.35,-44.72,-33.18,-31.12,-22.36,-11.84,-14.99,71.0
6333,-27.5,-48.06,-3.5,-0.1,-36.15,-16.65,-32.15,-9.14,-41.52,-37.24,-64.24,-1.91,-0.25,-34.59,-23.55,-23.54,-9.35,-2.45,-6.6,40.48
6334,-22.6,-39.96,5.02,0.12,-36.94,-18.12,-30.92,-0.16,-33.31,-37.18,-64.6,5.36,10.57,-33.41,-15.63,-21.14,-8.24,-0.47,-7.43,-31.36
6335,-21.26,-48.81,-0.09,6.04,-35.13,-31.11,-17.04,6.07,-32.13,-29.86,-54.62,9.21,15.4,-19.41,-8.12,-10.34,3.39,13.54,5.54,61.75
6336,-30.69,-44.5,7.81,5.92,-39.15,-39.86,-22.93,-3.76,-36.62,-31.53,-58.16,1.65,6.0,-25.72,-16.72,-15.81,-1.76,8.51,0.45,61.78
6337,-21.48,-39.27,4.49,10.0,-38.46,-30.07,-16.76,9.92,-25.34,-26.94,-52.76,8.21,22.02,-19.94,-1.95,-9.56,7.9,18.24,7.48,-33.21
6338,-11.62,-14.58,29.84,21.61,-25.59,-15.73,-14.2,15.41,-12.44,-13.86,-42.69,20.95,31.7,-8.42,4.39,-0.1,15.37,22.58,13.9,14.74
6339,-32.0,-41.05,13.25,9.16,-53.99,-34.12,-22.74,-0.79,-34.04,-28.47,-56.92,6.51,11.18,-23.32,-16.82,-15.91,-4.82,8.21,-0.5,57.63
