i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.17,-0.144,-0.314,-0.013,0.242,-0.229,-0.0635,0.199,0.2135,0.082,-0.024,-0.039,0.0235,-0.2735,0.072
0.1555,-0.145,-0.3,-0.005,0.228,-0.2225,-0.058,0.2085,0.2235,0.088,-0.019,-0.0355,0.0245,-0.283,0.073
0.1815,-0.1435,-0.325,-0.019,0.2535,-0.2345,-0.066,0.2055,0.2205,0.0815,-0.0265,-0.0435,0.0265,-0.279,0.0725
0.187,-0.1495,-0.336,-0.019,0.2615,-0.243,-0.0665,0.206,0.223,0.0795,-0.0325,-0.0475,0.027,-0.276,0.074
0.1875,-0.152,-0.3395,-0.018,0.2635,-0.246,-0.0655,0.2105,0.228,0.0805,-0.035,-0.05,0.028,-0.2805,0.0735
0.182,-0.1525,-0.3345,-0.0145,0.2585,-0.2435,-0.0635,0.2195,0.2375,0.087,-0.0295,-0.0465,0.031,-0.2885,0.07
0.1495,-0.158,-0.3075,0.0045,0.229,-0.233,-0.048,0.232,0.248,0.095,-0.022,-0.038,0.0285,-0.287,0.072
0.1565,-0.1605,-0.317,0.002,0.237,-0.239,-0.0505,0.234,0.2485,0.0925,-0.027,-0.042,0.03,-0.284,0.0715
0.142,-0.1605,-0.3025,0.009,0.2225,-0.2315,-0.0465,0.2415,0.2565,0.0965,-0.025,-0.04,0.0305,-0.2875,0.0715
0.1565,-0.16,-0.3165,0.002,0.2365,-0.2385,-0.0465,0.2415,0.2575,0.0945,-0.0295,-0.0455,0.0295,-0.2875,0.0725
0.1695,-0.1605,-0.3295,-0.0045,0.25,-0.2455,-0.0485,0.244,0.2605,0.094,-0.0325,-0.0485,0.032,-0.2905,0.0715
0.166,-0.1575,-0.3235,-0.0045,0.245,-0.241,-0.0445,0.25,0.266,0.098,-0.0315,-0.0455,0.0335,-0.2795,0.0705
0.146,-0.1625,-0.3085,0.008,0.2275,-0.236,-0.038,0.257,0.272,0.102,-0.0275,-0.043,0.032,-0.284,0.07
0.146,-0.159,-0.305,0.0065,0.226,-0.2325,-0.0335,0.2645,0.278,0.1055,-0.0255,-0.043,0.03,-0.293,0.0705
0.1725,-0.1605,-0.333,-0.006,0.253,-0.247,-0.0355,0.265,0.2775,0.1015,-0.032,-0.051,0.029,-0.2975,0.067
0.161,-0.1575,-0.3185,-0.0015,0.24,-0.238,-0.025,0.2765,0.289,0.1105,-0.026,-0.046,0.028,-0.3025,0.066
0.1735,-0.155,-0.328,-0.009,0.251,-0.2415,-0.0305,0.274,0.287,0.108,-0.032,-0.0505,0.027,-0.2925,0.065
0.1935,-0.1495,-0.343,-0.022,0.2685,-0.2465,-0.029,0.278,0.29,0.1095,-0.0315,-0.05,0.028,-0.288,0.0635
0.2075,-0.1475,-0.355,-0.03,0.2815,-0.2515,-0.027,0.2825,0.2925,0.1105,-0.0325,-0.0515,0.032,-0.287,0.064
0.1905,-0.178,-0.369,-0.006,0.28,-0.2735,-0.037,0.2745,0.2835,0.098,-0.046,-0.0645,0.031,-0.299,0.0585
0.1725,-0.184,-0.3565,0.006,0.2645,-0.2705,-0.0295,0.2825,0.29,0.103,-0.042,-0.061,0.03,-0.302,0.0565
0.1765,-0.172,-0.3485,-0.0025,0.2625,-0.2605,-0.0225,0.29,0.2985,0.1115,-0.0345,-0.0535,0.03,-0.2935,0.0585
0.2075,-0.141,-0.3485,-0.0335,0.2785,-0.245,-0.0085,0.3035,0.311,0.123,-0.023,-0.0415,0.031,-0.292,0.0575
0.1915,-0.1445,-0.3365,-0.0235,0.2645,-0.2405,-0.005,0.308,0.3145,0.125,-0.021,-0.0405,0.0305,-0.2955,0.056
0.1645,-0.16,-0.3245,-0.0025,0.245,-0.2425,-0.0105,0.303,0.311,0.1195,-0.026,-0.0465,0.03,-0.289,0.054
0.2005,-0.1425,-0.3425,-0.029,0.2715,-0.243,-0.0095,0.305,0.313,0.119,-0.026,-0.0475,0.0315,-0.2845,0.051
0.178,-0.1545,-0.3325,-0.0115,0.2555,-0.244,-0.006,0.308,0.3145,0.121,-0.0245,-0.0465,0.0305,-0.294,0.0515
0.162,-0.1645,-0.3265,0.001,0.2445,-0.246,-0.0075,0.3065,0.311,0.1175,-0.028,-0.0495,0.0295,-0.2905,0.0525
0.17,-0.1655,-0.3355,-0.0025,0.253,-0.2505,-0.0125,0.303,0.308,0.114,-0.0325,-0.0535,0.0295,-0.287,0.051
0.1755,-0.158,-0.3335,-0.0085,0.2545,-0.246,-0.0065,0.309,0.31,0.1165,-0.0305,-0.0515,0.03,-0.286,0.0505
0.158,-0.1575,-0.3155,-0.0005,0.237,-0.2365,-0.0015,0.3165,0.3155,0.121,-0.0255,-0.0465,0.031,-0.286,0.05
0.126,-0.1745,-0.3005,0.0245,0.2135,-0.238,-0.0035,0.313,0.312,0.119,-0.028,-0.049,0.0305,-0.2805,0.046
0.125,-0.169,-0.294,0.022,0.21,-0.232,0.0015,0.3145,0.313,0.12,-0.0265,-0.0475,0.03,-0.2775,0.045
0.1195,-0.1615,-0.281,0.021,0.2005,-0.2215,0.0095,0.324,0.324,0.13,-0.017,-0.0395,0.03,-0.281,0.044
0.1495,-0.1715,-0.321,0.011,0.2355,-0.2465,-0.0015,0.3125,0.312,0.1175,-0.029,-0.0525,0.03,-0.28,0.041
0.1795,-0.164,-0.3435,-0.0075,0.262,-0.254,-0.0095,0.306,0.3025,0.1095,-0.036,-0.06,0.0305,-0.2795,0.043
0.1615,-0.1585,-0.32,-0.0015,0.241,-0.2395,0.0005,0.315,0.31,0.1185,-0.0265,-0.052,0.031,-0.277,0.0405
0.1415,-0.163,-0.305,0.0105,0.2235,-0.234,0.0095,0.3215,0.316,0.124,-0.0205,-0.046,0.0305,-0.278,0.0395
0.1525,-0.164,-0.316,0.0055,0.2345,-0.24,0.0075,0.3185,0.311,0.1205,-0.0235,-0.048,0.032,-0.2765,0.0405
0.166,-0.1685,-0.3345,0.001,0.2505,-0.2515,0.005,0.3145,0.3045,0.1145,-0.0285,-0.053,0.032,-0.2745,0.0395
0.167,-0.166,-0.3335,-0.0005,0.2505,-0.25,0.0075,0.316,0.3045,0.115,-0.0275,-0.053,0.0315,-0.271,0.0375
0.148,-0.1645,-0.3125,0.0085,0.2305,-0.239,0.0155,0.3235,0.31,0.1205,-0.02,-0.047,0.03,-0.2685,0.038
0.129,-0.1665,-0.2955,0.0185,0.2125,-0.231,0.0245,0.3315,0.318,0.129,-0.012,-0.04,0.029,-0.2695,0.0375
0.131,-0.166,-0.297,0.0175,0.214,-0.2315,0.0235,0.329,0.314,0.1275,-0.014,-0.0395,0.0295,-0.2665,0.0355
0.1255,-0.162,-0.288,0.018,0.207,-0.2255,0.025,0.327,0.3115,0.126,-0.015,-0.0395,0.029,-0.2655,0.036
0.144,-0.155,-0.299,0.0055,0.222,-0.2275,0.026,0.323,0.307,0.122,-0.0165,-0.0415,0.0305,-0.2615,0.031
0.156,-0.1535,-0.3095,-0.001,0.233,-0.232,0.023,0.3175,0.301,0.1165,-0.0205,-0.0455,0.031,-0.254,0.03
0.159,-0.155,-0.314,-0.002,0.2365,-0.235,0.02,0.313,0.296,0.1125,-0.0245,-0.049,0.029,-0.2525,0.031
0.1455,-0.154,-0.2995,0.0045,0.223,-0.2275,0.023,0.315,0.297,0.1145,-0.0205,-0.0455,0.0275,-0.252,0.0295
0.117,-0.1535,-0.2705,0.0185,0.194,-0.2125,0.0325,0.322,0.3035,0.123,-0.012,-0.0375,0.026,-0.2465,0.028
0.116,-0.1495,-0.2655,0.017,0.191,-0.2075,0.036,0.3255,0.3055,0.125,-0.0085,-0.0335,0.026,-0.248,0.026
0.1195,-0.1435,-0.263,0.012,0.1915,-0.2035,0.0375,0.3255,0.304,0.1255,-0.0075,-0.0315,0.0265,-0.2485,0.022
0.1245,-0.1485,-0.273,0.012,0.1985,-0.211,0.033,0.318,0.2965,0.12,-0.0105,-0.0355,0.0265,-0.2485,0.021
0.1195,-0.1545,-0.2745,0.0175,0.197,-0.215,0.033,0.3135,0.293,0.1165,-0.01,-0.0375,0.0255,-0.2485,0.02
0.1225,-0.1535,-0.276,0.0155,0.1995,-0.215,0.037,0.313,0.2905,0.1175,-0.009,-0.0345,0.0255,-0.2355,0.0185
0.1185,-0.1525,-0.271,0.017,0.195,-0.212,0.0395,0.3125,0.2905,0.118,-0.008,-0.0335,0.0255,-0.2345,0.0175
0.1105,-0.1525,-0.263,0.021,0.187,-0.208,0.0425,0.3115,0.288,0.119,-0.006,-0.0325,0.025,-0.2415,0.0145
0.1125,-0.15,-0.2625,0.019,0.1875,-0.2065,0.0455,0.3135,0.287,0.1215,-0.002,-0.029,0.0255,-0.2345,0.013
0.107,-0.1475,-0.2545,0.02,0.181,-0.201,0.0505,0.314,0.2875,0.123,0.002,-0.0255,0.025,-0.2255,0.0115
0.123,-0.1445,-0.2675,0.011,0.1955,-0.2065,0.0465,0.305,0.2775,0.1145,-0.0025,-0.03,0.0245,-0.231,0.009
0.126,-0.143,-0.269,0.0085,0.198,-0.2065,0.047,0.302,0.2715,0.109,-0.004,-0.033,0.0235,-0.234,0.005
0.099,-0.146,-0.245,0.0235,0.1725,-0.196,0.0555,0.3045,0.272,0.114,0.0025,-0.0265,0.0205,-0.2265,0.0045
0.101,-0.1445,-0.2455,0.0215,0.1735,-0.195,0.0555,0.3025,0.27,0.1135,0.002,-0.025,0.019,-0.225,0.003
0.1095,-0.1405,-0.2505,0.0155,0.18,-0.1955,0.055,0.299,0.265,0.1085,-0.0005,-0.027,0.021,-0.222,0.0015
0.0985,-0.138,-0.2365,0.0195,0.1675,-0.1875,0.057,0.293,0.261,0.107,0.0,-0.027,0.0235,-0.2195,0.004
0.099,-0.1315,-0.231,0.0165,0.1655,-0.1815,0.0585,0.2925,0.259,0.1065,0.001,-0.025,0.0225,-0.2185,0.0025
0.1,-0.125,-0.225,0.0125,0.1625,-0.175,0.0645,0.293,0.259,0.1085,0.0045,-0.019,0.0215,-0.215,0.0015
0.0885,-0.121,-0.2095,0.0165,0.149,-0.1655,0.068,0.2915,0.2595,0.1105,0.007,-0.015,0.021,-0.208,0.001
0.0905,-0.1175,-0.2085,0.0135,0.1495,-0.163,0.0685,0.2885,0.255,0.108,0.007,-0.0145,0.0195,-0.2005,-0.0005
0.097,-0.1135,-0.2105,0.0085,0.154,-0.1625,0.068,0.282,0.2495,0.1045,0.0055,-0.019,0.018,-0.2005,-0.0015
0.088,-0.116,-0.2045,0.014,0.1465,-0.1605,0.0685,0.2765,0.2445,0.1005,0.003,-0.0245,0.0145,-0.198,-0.0045
0.09,-0.1145,-0.204,0.012,0.1475,-0.1595,0.0685,0.2735,0.2405,0.098,0.0025,-0.0255,0.0145,-0.1915,-0.008
0.0685,-0.1125,-0.181,0.022,0.125,-0.147,0.073,0.275,0.242,0.103,0.0095,-0.0195,0.013,-0.187,-0.008
0.057,-0.1185,-0.1755,0.0305,0.1165,-0.1475,0.0735,0.2695,0.2355,0.1005,0.009,-0.0195,0.011,-0.181,-0.009
0.0765,-0.116,-0.1925,0.02,0.135,-0.1545,0.072,0.2655,0.2295,0.0965,0.0075,-0.02,0.0115,-0.179,-0.01
0.071,-0.113,-0.184,0.021,0.128,-0.149,0.0775,0.265,0.2295,0.099,0.013,-0.0165,0.0105,-0.1765,-0.0095
0.0775,-0.1045,-0.182,0.0135,0.13,-0.1435,0.0825,0.264,0.2295,0.1025,0.017,-0.0105,0.011,-0.175,-0.011
0.087,-0.0935,-0.1805,0.003,0.134,-0.137,0.088,0.2655,0.231,0.106,0.022,-0.0045,0.011,-0.183,-0.0115
0.078,-0.0985,-0.1765,0.0105,0.1275,-0.138,0.088,0.261,0.2275,0.1055,0.022,-0.0035,0.0105,-0.1785,-0.013
0.08,-0.0945,-0.1745,0.0075,0.1275,-0.1345,0.0905,0.2595,0.226,0.106,0.026,0.0005,0.012,-0.1785,-0.014
0.0855,-0.094,-0.179,0.004,0.1325,-0.137,0.087,0.253,0.219,0.101,0.0245,-0.001,0.0125,-0.1805,-0.0155
0.084,-0.1015,-0.1855,0.009,0.135,-0.144,0.0835,0.2445,0.2115,0.096,0.022,-0.004,0.012,-0.1785,-0.0165
0.077,-0.097,-0.174,0.01,0.126,-0.136,0.089,0.245,0.213,0.1005,0.0285,0.0015,0.0115,-0.1825,-0.0175
0.0695,-0.0925,-0.1615,0.0115,0.1155,-0.127,0.0905,0.244,0.211,0.1015,0.0305,0.0045,0.0105,-0.1685,-0.02
0.069,-0.0805,-0.149,0.0055,0.1095,-0.115,0.0955,0.244,0.211,0.103,0.0355,0.0095,0.0085,-0.1635,-0.0195
0.061,-0.0815,-0.1425,0.0105,0.102,-0.112,0.0965,0.241,0.2085,0.102,0.038,0.0125,0.009,-0.1605,-0.021
0.044,-0.1,-0.144,0.028,0.094,-0.1225,0.089,0.23,0.1975,0.092,0.0315,0.004,0.008,-0.1595,-0.0235
0.035,-0.101,-0.136,0.033,0.086,-0.119,0.088,0.2245,0.192,0.0895,0.032,0.005,0.008,-0.1635,-0.0225
0.041,-0.0885,-0.1295,0.0235,0.0855,-0.109,0.0915,0.2245,0.193,0.0945,0.0385,0.0105,0.008,-0.156,-0.022
0.037,-0.085,-0.122,0.024,0.0795,-0.1035,0.0925,0.2235,0.1915,0.096,0.0415,0.0145,0.008,-0.1545,-0.023
0.031,-0.085,-0.1165,0.027,0.074,-0.101,0.0935,0.221,0.188,0.0955,0.0415,0.016,0.008,-0.145,-0.0235
0.04,-0.082,-0.122,0.0215,0.081,-0.1025,0.092,0.2135,0.1825,0.0915,0.04,0.0135,0.0075,-0.137,-0.025
0.0375,-0.0795,-0.117,0.021,0.0775,-0.0985,0.091,0.207,0.179,0.09,0.041,0.0155,0.006,-0.1365,-0.025
0.037,-0.0745,-0.1115,0.0185,0.0745,-0.093,0.0935,0.2055,0.1775,0.092,0.044,0.0185,0.0045,-0.1375,-0.0235
0.0445,-0.0735,-0.118,0.0145,0.0815,-0.096,0.096,0.2035,0.1755,0.093,0.0475,0.022,0.005,-0.144,-0.0255
0.0515,-0.058,-0.1095,0.0035,0.081,-0.084,0.101,0.2045,0.1795,0.099,0.057,0.031,0.005,-0.1395,-0.0265
0.054,-0.051,-0.105,-0.0015,0.0795,-0.078,0.101,0.2015,0.177,0.0995,0.059,0.0335,0.0055,-0.128,-0.028
0.0465,-0.071,-0.117,0.012,0.082,-0.0945,0.091,0.187,0.1635,0.088,0.049,0.0245,0.006,-0.122,-0.027
0.0275,-0.0935,-0.121,0.033,0.0745,-0.1075,0.078,0.1735,0.15,0.0765,0.04,0.0155,0.006,-0.1285,-0.0295
0.027,-0.088,-0.115,0.0305,0.071,-0.102,0.083,0.175,0.1535,0.081,0.047,0.0205,0.005,-0.135,-0.033
0.029,-0.073,-0.1015,0.022,0.0655,-0.0875,0.0925,0.1805,0.1615,0.0895,0.058,0.0305,0.005,-0.1405,-0.0325
0.012,-0.086,-0.098,0.037,0.0555,-0.0925,0.0865,0.1715,0.154,0.084,0.054,0.0265,0.0045,-0.141,-0.032
0.02,-0.086,-0.1055,0.033,0.063,-0.096,0.0865,0.167,0.1495,0.0815,0.0525,0.0245,0.0035,-0.1315,-0.033
0.04,-0.072,-0.112,0.016,0.076,-0.0925,0.088,0.1665,0.149,0.0825,0.0545,0.0265,0.004,-0.1225,-0.036
0.0315,-0.07,-0.1015,0.0195,0.0665,-0.086,0.085,0.161,0.147,0.0815,0.0555,0.026,0.0025,-0.1245,-0.0345
0.0195,-0.072,-0.092,0.0265,0.056,-0.0825,0.0885,0.1595,0.147,0.084,0.0595,0.0305,0.0025,-0.1355,-0.0355
0.0115,-0.0695,-0.0815,0.029,0.047,-0.076,0.094,0.162,0.148,0.0875,0.0635,0.036,0.0035,-0.134,-0.037
0.017,-0.0655,-0.082,0.024,0.05,-0.074,0.0855,0.1535,0.1375,0.0785,0.057,0.031,0.0025,-0.1245,-0.037
0.0315,-0.0615,-0.093,0.015,0.0625,-0.0775,0.079,0.143,0.131,0.07,0.05,0.026,0.0005,-0.116,-0.0375
0.004,-0.06,-0.064,0.028,0.034,-0.0625,0.0895,0.148,0.136,0.077,0.058,0.035,-0.0005,-0.114,-0.037
0.003,-0.0565,-0.0595,0.0265,0.0315,-0.058,0.09,0.1475,0.1365,0.0785,0.0615,0.038,-0.0005,-0.113,-0.0365
0.032,-0.0505,-0.0825,0.009,0.0575,-0.0665,0.083,0.1395,0.1305,0.0725,0.056,0.0355,0.001,-0.1105,-0.0365
0.0295,-0.0535,-0.083,0.012,0.0565,-0.0685,0.0795,0.1315,0.1225,0.068,0.0535,0.033,0.0,-0.1115,-0.036
0.025,-0.056,-0.081,0.0155,0.0535,-0.069,0.0785,0.1265,0.12,0.0675,0.055,0.034,-0.0005,-0.1105,-0.035
0.019,-0.0565,-0.0755,0.019,0.0475,-0.066,0.085,0.132,0.1245,0.075,0.062,0.043,0.0,-0.1085,-0.036
0.0095,-0.057,-0.067,0.024,0.0385,-0.062,0.089,0.1355,0.128,0.077,0.066,0.0455,-0.0015,-0.107,-0.036
0.024,-0.0545,-0.0785,0.015,0.0515,-0.0665,0.084,0.129,0.121,0.0725,0.0615,0.0425,-0.0015,-0.109,-0.037
0.0355,-0.0545,-0.09,0.0095,0.063,-0.0725,0.08,0.1235,0.116,0.071,0.059,0.0405,-0.001,-0.1105,-0.038
0.039,-0.056,-0.095,0.0085,0.0675,-0.076,0.0775,0.119,0.1125,0.0695,0.0575,0.0395,-0.0005,-0.112,-0.0385
0.048,-0.046,-0.094,-0.001,0.0715,-0.0705,0.0805,0.1215,0.1145,0.074,0.063,0.0455,0.0005,-0.1115,-0.039
0.0405,-0.052,-0.093,0.0055,0.067,-0.0725,0.08,0.119,0.1135,0.074,0.064,0.046,0.0,-0.114,-0.039
0.0435,-0.0515,-0.095,0.0045,0.0695,-0.0735,0.082,0.116,0.1125,0.0745,0.065,0.046,-0.0025,-0.1115,-0.038
0.03,-0.059,-0.089,0.0145,0.06,-0.0745,0.0835,0.116,0.1125,0.0765,0.067,0.046,-0.0045,-0.1,-0.0375
0.0275,-0.0615,-0.089,0.017,0.0585,-0.0755,0.0785,0.11,0.108,0.0735,0.0645,0.0425,-0.0055,-0.0995,-0.0395
0.0315,-0.0535,-0.085,0.011,0.0585,-0.0695,0.0745,0.102,0.1025,0.071,0.063,0.04,-0.0065,-0.1015,-0.039
0.0065,-0.0785,-0.085,0.036,0.046,-0.082,0.0675,0.0915,0.0925,0.064,0.0555,0.033,-0.006,-0.102,-0.0405
0.016,-0.059,-0.075,0.0215,0.0455,-0.067,0.075,0.097,0.1005,0.0745,0.0675,0.042,-0.0055,-0.101,-0.0435
0.029,-0.034,-0.063,0.0025,0.0465,-0.049,0.08,0.103,0.1085,0.084,0.078,0.052,-0.0045,-0.0995,-0.044
0.043,-0.028,-0.0705,-0.0075,0.057,-0.0495,0.0765,0.102,0.1045,0.081,0.0765,0.051,-0.005,-0.0945,-0.043
0.0225,-0.029,-0.0515,0.0035,0.037,-0.0405,0.0765,0.101,0.1045,0.082,0.0795,0.054,-0.004,-0.0855,-0.0425
-0.0035,-0.0385,-0.035,0.021,0.016,-0.0365,0.076,0.0975,0.1055,0.0825,0.0795,0.0555,-0.0035,-0.0805,-0.043
0.014,-0.034,-0.0475,0.01,0.031,-0.041,0.072,0.0915,0.1,0.0775,0.073,0.0505,-0.005,-0.08,-0.045
0.007,-0.0395,-0.0465,0.0165,0.027,-0.0435,0.0675,0.0865,0.094,0.0735,0.0685,0.0465,-0.005,-0.0845,-0.045
-0.0045,-0.0415,-0.037,0.023,0.0165,-0.0395,0.0715,0.087,0.097,0.0775,0.074,0.0515,-0.0055,-0.083,-0.0455
-0.0075,-0.0395,-0.032,0.0235,0.0125,-0.036,0.0765,0.0915,0.1015,0.082,0.079,0.058,-0.005,-0.084,-0.047
0.0135,-0.038,-0.0515,0.012,0.033,-0.045,0.0715,0.0855,0.094,0.075,0.0725,0.053,-0.005,-0.094,-0.0475
0.0245,-0.038,-0.0625,0.007,0.0435,-0.0505,0.0655,0.076,0.087,0.0665,0.0675,0.049,-0.0055,-0.0925,-0.048
0.011,-0.0385,-0.0495,0.0135,0.0305,-0.0445,0.0715,0.078,0.09,0.0705,0.071,0.054,-0.004,-0.084,-0.0475
0.0235,-0.0395,-0.0625,0.008,0.043,-0.051,0.0635,0.0715,0.083,0.065,0.065,0.0515,-0.0035,-0.09,-0.046
0.028,-0.041,-0.069,0.0065,0.0485,-0.055,0.0605,0.0695,0.08,0.0615,0.0615,0.0465,-0.006,-0.0915,-0.046
0.0225,-0.0405,-0.063,0.009,0.043,-0.052,0.0665,0.073,0.0815,0.0625,0.062,0.046,-0.008,-0.092,-0.0455
0.0075,-0.041,-0.0485,0.0165,0.0285,-0.045,0.066,0.0715,0.0835,0.0625,0.0645,0.051,-0.009,-0.097,-0.045
-0.0005,-0.0375,-0.0375,0.019,0.0185,-0.0375,0.0705,0.075,0.0885,0.0685,0.07,0.057,-0.0085,-0.094,-0.046
0.029,-0.035,-0.064,0.003,0.0465,-0.0495,0.0615,0.068,0.0815,0.062,0.063,0.0505,-0.0085,-0.096,-0.048
0.025,-0.034,-0.0585,0.0045,0.042,-0.0465,0.0615,0.064,0.0775,0.061,0.0635,0.0485,-0.01,-0.0905,-0.0485
-0.0065,-0.036,-0.03,0.021,0.012,-0.033,0.07,0.0715,0.0855,0.071,0.0735,0.0585,-0.0095,-0.0875,-0.0475
0.0185,-0.026,-0.0445,0.0035,0.0315,-0.0355,0.064,0.068,0.0835,0.0715,0.072,0.058,-0.0085,-0.09,-0.0475
0.026,-0.019,-0.045,-0.0035,0.0355,-0.032,0.0635,0.0645,0.0815,0.0705,0.072,0.056,-0.008,-0.086,-0.0475
0.011,-0.019,-0.03,0.004,0.021,-0.025,0.0635,0.0645,0.0825,0.0715,0.075,0.0595,-0.0075,-0.079,-0.048
0.0185,-0.014,-0.033,-0.002,0.026,-0.0235,0.0605,0.0605,0.0765,0.0675,0.073,0.058,-0.0085,-0.0715,-0.0485
0.027,-0.0025,-0.0295,-0.0125,0.0285,-0.016,0.0675,0.066,0.0815,0.072,0.0785,0.063,-0.0095,-0.0725,-0.048
0.029,0.0035,-0.0255,-0.0165,0.0275,-0.011,0.0685,0.0665,0.084,0.075,0.0795,0.0635,-0.0085,-0.074,-0.0515
-0.0055,-0.023,-0.0175,0.014,0.006,-0.0205,0.058,0.0565,0.075,0.067,0.072,0.055,-0.0085,-0.072,-0.053
-0.018,-0.035,-0.017,0.0265,0.0,-0.0265,0.0545,0.0525,0.0735,0.064,0.0705,0.0535,-0.009,-0.069,-0.051
-0.0105,-0.0405,-0.0295,0.0255,0.01,-0.035,0.052,0.0485,0.069,0.0615,0.066,0.052,-0.009,-0.0685,-0.052
-0.0035,-0.04,-0.0365,0.022,0.017,-0.0385,0.052,0.049,0.0675,0.058,0.0635,0.053,-0.0095,-0.0775,-0.05
0.0165,-0.0225,-0.039,0.003,0.028,-0.031,0.056,0.056,0.074,0.0605,0.069,0.0605,-0.009,-0.0755,-0.0485
0.0185,-0.022,-0.0405,0.002,0.0295,-0.0315,0.059,0.059,0.0755,0.0605,0.0705,0.061,-0.0095,-0.07,-0.049
0.0085,-0.032,-0.0405,0.0115,0.025,-0.0365,0.0605,0.056,0.0725,0.0585,0.07,0.059,-0.009,-0.073,-0.048
-0.004,-0.046,-0.042,0.025,0.0195,-0.044,0.055,0.0505,0.0685,0.0555,0.0665,0.0545,-0.008,-0.0755,-0.0495
-0.004,-0.047,-0.0425,0.0255,0.0195,-0.045,0.055,0.0515,0.0685,0.056,0.0655,0.0545,-0.0085,-0.0765,-0.0505
-0.0025,-0.0425,-0.0395,0.0225,0.019,-0.0415,0.058,0.0525,0.07,0.0605,0.068,0.0575,-0.0095,-0.0735,-0.049
-0.0005,-0.0415,-0.0415,0.021,0.0205,-0.0415,0.0555,0.0525,0.0685,0.061,0.0695,0.059,-0.0085,-0.0745,-0.0495
0.004,-0.0355,-0.0395,0.016,0.022,-0.038,0.0555,0.0525,0.067,0.0605,0.07,0.06,-0.0075,-0.069,-0.0485
0.0035,-0.029,-0.0325,0.0125,0.018,-0.031,0.056,0.052,0.067,0.062,0.072,0.058,-0.0085,-0.0625,-0.0485
0.005,-0.0245,-0.0295,0.0095,0.0175,-0.0275,0.058,0.0525,0.0675,0.0645,0.0745,0.0595,-0.008,-0.067,-0.048
0.0055,-0.0205,-0.026,0.0075,0.016,-0.0235,0.061,0.054,0.0705,0.0675,0.0785,0.0635,-0.0075,-0.0685,-0.047
0.0055,-0.014,-0.0195,0.0045,0.0125,-0.017,0.0575,0.0525,0.07,0.0695,0.081,0.0645,-0.008,-0.066,-0.0485
-0.0085,-0.022,-0.0135,0.015,0.003,-0.018,0.0555,0.0515,0.066,0.065,0.0765,0.0615,-0.0075,-0.0635,-0.047
-0.02,-0.032,-0.012,0.026,-0.0035,-0.022,0.054,0.0485,0.0625,0.059,0.073,0.0575,-0.0075,-0.0615,-0.047
-0.015,-0.028,-0.0135,0.0215,-0.0005,-0.021,0.0505,0.0475,0.062,0.061,0.0745,0.058,-0.0065,-0.0665,-0.0495
-0.0115,-0.0215,-0.01,0.0165,-0.0005,-0.016,0.053,0.0525,0.066,0.066,0.077,0.0615,-0.006,-0.068,-0.052
-0.011,-0.0175,-0.006,0.014,-0.002,-0.012,0.055,0.0515,0.066,0.066,0.078,0.0635,-0.0055,-0.0675,-0.0485
-0.0135,-0.0175,-0.0035,0.0155,-0.005,-0.011,0.055,0.051,0.066,0.066,0.079,0.065,-0.007,-0.062,-0.046
-0.017,-0.0215,-0.0045,0.0195,-0.006,-0.0135,0.0565,0.0535,0.0685,0.069,0.0805,0.0665,-0.008,-0.055,-0.0495
-0.009,-0.0255,-0.0165,0.0175,0.004,-0.0215,0.054,0.0495,0.0655,0.0655,0.0765,0.0625,-0.008,-0.065,-0.0495
-0.003,-0.0305,-0.028,0.017,0.013,-0.0295,0.0485,0.0425,0.0595,0.058,0.0695,0.0565,-0.008,-0.07,-0.0485
-0.008,-0.0375,-0.0295,0.023,0.011,-0.034,0.0475,0.0415,0.0585,0.0565,0.0675,0.057,-0.007,-0.0665,-0.049
-0.007,-0.038,-0.0315,0.0225,0.0125,-0.035,0.0505,0.0485,0.062,0.06,0.071,0.061,-0.0065,-0.066,-0.049
-0.011,-0.0375,-0.0265,0.0245,0.008,-0.032,0.052,0.048,0.062,0.0615,0.073,0.0625,-0.007,-0.0745,-0.049
-0.004,-0.0355,-0.0315,0.02,0.014,-0.034,0.046,0.044,0.0585,0.058,0.07,0.0605,-0.0055,-0.0805,-0.0495
0.002,-0.0335,-0.0355,0.016,0.019,-0.035,0.0445,0.045,0.0595,0.058,0.0705,0.0595,-0.006,-0.0755,-0.048
-0.021,-0.0375,-0.017,0.0295,-0.002,-0.0275,0.051,0.0525,0.066,0.064,0.0765,0.067,-0.0065,-0.0705,-0.048
-0.0315,-0.0395,-0.008,0.0355,-0.0115,-0.024,0.052,0.055,0.0675,0.0655,0.08,0.07,-0.0055,-0.0705,-0.05
-0.0085,-0.028,-0.0195,0.0185,0.006,-0.024,0.0475,0.046,0.062,0.0615,0.0765,0.065,-0.006,-0.071,-0.052
0.0065,-0.013,-0.0195,0.003,0.0135,-0.0165,0.0505,0.0485,0.0665,0.0665,0.082,0.071,-0.004,-0.064,-0.052
-0.028,-0.0185,0.0095,0.0235,-0.0185,-0.0045,0.059,0.056,0.074,0.075,0.0925,0.0785,-0.0045,-0.059,-0.051
-0.0205,-0.0285,-0.0075,0.0245,-0.0065,-0.018,0.047,0.044,0.0605,0.0605,0.076,0.0665,-0.0065,-0.058,-0.051
