I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.02,-0.039,-0.059,0.01,-0.049
0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.02,-0.039,-0.059,0.01,-0.049
0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.02,-0.039,-0.059,0.01,-0.049
-0.015,0.0,0.015,0.01,-0.015,0.005,0.117,0.005,-0.049,-0.049,0.01,-0.059
-0.02,0.0,0.02,0.01,-0.02,0.01,0.098,-0.01,-0.049,-0.049,0.01,-0.059
-0.024,0.0,0.024,0.015,-0.024,0.01,0.078,-0.024,-0.049,-0.049,0.01,-0.059
-0.029,0.0,0.029,0.015,-0.029,0.015,0.059,-0.039,-0.049,-0.049,0.01,-0.059
-0.015,0.015,0.029,0.0,-0.024,0.02,0.029,-0.049,-0.063,-0.054,0.0,-0.054
-0.01,0.02,0.029,-0.005,-0.02,0.024,0.01,-0.059,-0.068,-0.059,0.0,-0.049
-0.005,0.024,0.029,-0.01,-0.02,0.024,-0.01,-0.068,-0.073,-0.063,0.0,-0.044
0.0,0.029,0.029,-0.015,-0.015,0.029,-0.029,-0.078,-0.078,-0.068,0.0,-0.039
-0.01,0.024,0.034,-0.005,-0.024,0.029,-0.039,-0.088,-0.078,-0.068,0.0,-0.044
-0.01,0.02,0.029,-0.005,-0.02,0.024,-0.039,-0.088,-0.078,-0.068,0.0,-0.049
-0.01,0.015,0.024,0.0,-0.02,0.02,-0.039,-0.088,-0.078,-0.068,0.0,-0.054
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.039,-0.088,-0.078,-0.068,0.0,-0.059
-0.015,0.02,0.034,0.0,-0.024,0.024,-0.029,-0.088,-0.078,-0.068,0.0,-0.049
-0.02,0.02,0.039,0.0,-0.029,0.029,-0.029,-0.088,-0.078,-0.068,0.0,-0.049
-0.024,0.02,0.044,0.005,-0.034,0.029,-0.029,-0.088,-0.078,-0.068,0.0,-0.049
-0.029,0.02,0.049,0.005,-0.039,0.034,-0.029,-0.088,-0.078,-0.068,0.0,-0.049
-0.024,0.02,0.044,0.005,-0.034,0.029,-0.039,-0.078,-0.078,-0.068,0.01,-0.049
-0.02,0.02,0.039,0.0,-0.029,0.029,-0.039,-0.078,-0.078,-0.068,0.01,-0.049
-0.015,0.02,0.034,0.0,-0.024,0.024,-0.039,-0.078,-0.078,-0.068,0.01,-0.049
-0.01,0.02,0.029,-0.005,-0.02,0.024,-0.039,-0.078,-0.078,-0.068,0.01,-0.049
0.0,0.015,0.015,-0.005,-0.01,0.015,-0.034,-0.068,-0.068,-0.068,0.005,-0.059
0.0,0.01,0.01,-0.005,-0.005,0.01,-0.029,-0.068,-0.068,-0.068,0.0,-0.059
0.0,0.005,0.005,0.0,-0.005,0.005,-0.024,-0.068,-0.068,-0.068,-0.005,-0.059
0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.068,-0.068,-0.068,-0.01,-0.059
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,-0.068,-0.078,-0.068,0.0,-0.068
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,-0.068,-0.078,-0.068,0.0,-0.068
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,-0.068,-0.078,-0.068,0.0,-0.068
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,-0.068,-0.078,-0.068,0.0,-0.068
-0.005,0.01,0.015,0.0,-0.01,0.01,-0.02,-0.063,-0.073,-0.068,0.0,-0.068
0.0,0.01,0.01,-0.005,-0.005,0.01,-0.02,-0.059,-0.068,-0.068,0.0,-0.068
0.005,0.01,0.005,-0.005,0.0,0.005,-0.02,-0.054,-0.063,-0.068,0.0,-0.068
0.01,0.01,0.0,-0.01,0.005,0.005,-0.02,-0.049,-0.059,-0.068,0.0,-0.068
-0.005,0.01,0.015,0.0,-0.01,0.01,-0.015,-0.059,-0.068,-0.059,0.0,-0.059
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.01,-0.059,-0.068,-0.059,0.0,-0.059
-0.015,0.01,0.024,0.005,-0.02,0.015,-0.005,-0.059,-0.068,-0.059,0.0,-0.059
-0.02,0.01,0.029,0.005,-0.024,0.02,0.0,-0.059,-0.068,-0.059,0.0,-0.059
-0.029,0.005,0.034,0.015,-0.034,0.02,0.01,-0.054,-0.063,-0.049,0.01,-0.049
-0.039,0.0,0.039,0.02,-0.039,0.02,0.01,-0.049,-0.059,-0.049,0.01,-0.049
-0.049,-0.005,0.044,0.029,-0.049,0.02,0.01,-0.044,-0.054,-0.049,0.01,-0.049
-0.059,-0.01,0.049,0.034,-0.054,0.02,0.01,-0.039,-0.049,-0.049,0.01,-0.049
-0.039,0.005,0.044,0.02,-0.044,0.024,0.01,-0.049,-0.059,-0.054,0.005,-0.059
-0.02,0.01,0.029,0.005,-0.024,0.02,0.01,-0.049,-0.059,-0.059,0.0,-0.059
0.0,0.015,0.015,-0.005,-0.01,0.015,0.01,-0.049,-0.059,-0.063,-0.005,-0.059
0.02,0.02,0.0,-0.02,0.01,0.01,0.01,-0.049,-0.059,-0.068,-0.01,-0.059
0.015,0.029,0.015,-0.02,0.0,0.02,0.015,-0.039,-0.059,-0.068,-0.005,-0.049
0.01,0.029,0.02,-0.02,-0.005,0.024,0.02,-0.039,-0.059,-0.068,0.0,-0.049
0.005,0.029,0.024,-0.015,-0.01,0.024,0.024,-0.039,-0.059,-0.068,0.005,-0.049
0.0,0.029,0.029,-0.015,-0.015,0.029,0.029,-0.039,-0.059,-0.068,0.01,-0.049
-0.015,0.015,0.029,0.0,-0.024,0.02,0.034,-0.029,-0.049,-0.063,0.01,-0.049
-0.02,0.01,0.029,0.005,-0.024,0.02,0.039,-0.029,-0.049,-0.059,0.01,-0.049
-0.024,0.005,0.029,0.01,-0.029,0.015,0.044,-0.029,-0.049,-0.054,0.01,-0.049
-0.029,0.0,0.029,0.015,-0.029,0.015,0.049,-0.029,-0.049,-0.049,0.01,-0.049
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.039,-0.034,-0.054,-0.063,0.0,-0.054
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.039,-0.039,-0.059,-0.068,0.0,-0.059
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.039,-0.044,-0.063,-0.073,0.0,-0.063
0.0,-0.01,-0.01,0.005,0.005,-0.01,0.039,-0.049,-0.068,-0.078,0.0,-0.068
-0.01,0.005,0.015,0.005,-0.015,0.01,0.049,-0.039,-0.068,-0.078,0.0,-0.068
-0.01,0.01,0.02,0.0,-0.015,0.015,0.049,-0.039,-0.068,-0.078,0.0,-0.068
-0.01,0.015,0.024,0.0,-0.02,0.02,0.049,-0.039,-0.068,-0.078,0.0,-0.068
-0.01,0.02,0.029,-0.005,-0.02,0.024,0.049,-0.039,-0.068,-0.078,0.0,-0.068
-0.005,0.015,0.02,-0.005,-0.015,0.015,0.049,-0.039,-0.068,-0.078,-0.01,-0.068
0.0,0.01,0.01,-0.005,-0.005,0.01,0.049,-0.039,-0.068,-0.078,-0.01,-0.068
0.005,0.005,0.0,-0.005,0.0,0.0,0.049,-0.039,-0.068,-0.078,-0.01,-0.068
0.01,0.0,-0.01,-0.005,0.01,-0.005,0.049,-0.039,-0.068,-0.078,-0.01,-0.068
0.01,-0.01,-0.02,0.0,0.015,-0.015,0.039,-0.049,-0.073,-0.088,-0.01,-0.068
0.01,-0.01,-0.02,0.0,0.015,-0.015,0.039,-0.049,-0.078,-0.088,-0.01,-0.068
0.01,-0.01,-0.02,0.0,0.015,-0.015,0.039,-0.049,-0.083,-0.088,-0.01,-0.068
0.01,-0.01,-0.02,0.0,0.015,-0.015,0.039,-0.049,-0.088,-0.088,-0.01,-0.068
-0.005,-0.024,-0.02,0.015,0.005,-0.024,0.029,-0.059,-0.098,-0.088,-0.01,-0.073
-0.01,-0.029,-0.02,0.02,0.005,-0.024,0.02,-0.059,-0.098,-0.088,-0.01,-0.078
-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.01,-0.059,-0.098,-0.088,-0.01,-0.083
-0.02,-0.039,-0.02,0.029,0.0,-0.029,0.0,-0.059,-0.098,-0.088,-0.01,-0.088
-0.02,-0.054,-0.034,0.039,0.005,-0.044,-0.015,-0.073,-0.112,-0.102,-0.02,-0.088
-0.02,-0.059,-0.039,0.039,0.01,-0.049,-0.02,-0.078,-0.117,-0.107,-0.02,-0.088
-0.02,-0.063,-0.044,0.044,0.01,-0.054,-0.024,-0.083,-0.122,-0.112,-0.02,-0.088
-0.02,-0.068,-0.049,0.044,0.015,-0.059,-0.029,-0.088,-0.127,-0.117,-0.02,-0.088
-0.015,-0.054,-0.039,0.034,0.01,-0.049,-0.039,-0.102,-0.127,-0.117,-0.029,-0.088
-0.01,-0.049,-0.039,0.029,0.015,-0.044,-0.039,-0.107,-0.127,-0.117,-0.029,-0.088
-0.005,-0.044,-0.039,0.024,0.015,-0.044,-0.039,-0.112,-0.127,-0.117,-0.029,-0.088
0.0,-0.039,-0.039,0.02,0.02,-0.039,-0.039,-0.117,-0.127,-0.117,-0.029,-0.088
-0.005,-0.039,-0.034,0.024,0.015,-0.039,-0.063,-0.132,-0.137,-0.117,-0.039,-0.088
-0.01,-0.039,-0.029,0.024,0.01,-0.034,-0.078,-0.146,-0.137,-0.117,-0.039,-0.088
-0.015,-0.039,-0.024,0.029,0.005,-0.034,-0.093,-0.161,-0.137,-0.117,-0.039,-0.088
-0.02,-0.039,-0.02,0.029,0.0,-0.029,-0.107,-0.176,-0.137,-0.117,-0.039,-0.088
-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.107,-0.176,-0.137,-0.117,-0.029,-0.078
-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.107,-0.176,-0.137,-0.117,-0.029,-0.078
-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.107,-0.176,-0.137,-0.117,-0.029,-0.078
-0.029,-0.029,0.0,0.029,-0.015,-0.015,-0.107,-0.176,-0.137,-0.117,-0.029,-0.078
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,-0.098,-0.166,-0.127,-0.107,-0.039,-0.088
-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.098,-0.166,-0.127,-0.107,-0.039,-0.088
-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.098,-0.166,-0.127,-0.107,-0.039,-0.088
0.0,-0.01,-0.01,0.005,0.005,-0.01,-0.098,-0.166,-0.127,-0.107,-0.039,-0.088
-0.01,0.0,0.01,0.005,-0.01,0.005,-0.093,-0.156,-0.117,-0.107,-0.039,-0.088
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.088,-0.156,-0.117,-0.107,-0.039,-0.088
-0.01,0.02,0.029,-0.005,-0.02,0.024,-0.083,-0.156,-0.117,-0.107,-0.039,-0.088
-0.01,0.029,0.039,-0.01,-0.024,0.034,-0.078,-0.156,-0.117,-0.107,-0.039,-0.088
0.0,0.029,0.029,-0.015,-0.015,0.029,-0.063,-0.142,-0.107,-0.098,-0.034,-0.083
0.0,0.029,0.029,-0.015,-0.015,0.029,-0.059,-0.137,-0.107,-0.098,-0.029,-0.078
0.0,0.029,0.029,-0.015,-0.015,0.029,-0.054,-0.132,-0.107,-0.098,-0.024,-0.073
0.0,0.024,0.024,-0.01,-0.015,0.024,-0.049,-0.127,-0.107,-0.098,-0.02,-0.068
-0.01,0.01,0.02,0.0,-0.015,0.015,-0.034,-0.122,-0.098,-0.088,-0.015,-0.073
0.0,0.02,0.02,-0.01,-0.01,0.02,-0.039,-0.117,-0.093,-0.083,-0.015,-0.068
0.005,0.029,0.024,-0.015,-0.01,0.024,-0.039,-0.122,-0.098,-0.088,-0.015,-0.068
0.005,0.015,0.01,-0.01,-0.005,0.01,-0.034,-0.117,-0.093,-0.088,-0.02,-0.073
-0.01,0.02,0.029,-0.005,-0.02,0.024,-0.034,-0.112,-0.083,-0.088,-0.01,-0.063
-0.015,0.024,0.039,-0.005,-0.029,0.029,-0.029,-0.107,-0.083,-0.083,-0.01,-0.063
-0.015,0.01,0.024,0.005,-0.02,0.015,-0.024,-0.102,-0.083,-0.073,-0.01,-0.063
-0.02,0.005,0.024,0.01,-0.024,0.015,-0.024,-0.107,-0.083,-0.083,-0.015,-0.068
-0.029,0.005,0.034,0.015,-0.034,0.02,-0.029,-0.098,-0.078,-0.073,-0.029,-0.078
-0.024,0.01,0.034,0.01,-0.029,0.02,-0.015,-0.098,-0.078,-0.073,-0.029,-0.078
-0.02,0.015,0.034,0.005,-0.029,0.024,-0.01,-0.093,-0.078,-0.073,-0.024,-0.073
-0.015,0.02,0.034,0.0,-0.024,0.024,-0.01,-0.093,-0.083,-0.078,-0.024,-0.073
-0.015,0.029,0.044,-0.005,-0.029,0.034,0.0,-0.083,-0.073,-0.078,-0.024,-0.063
-0.015,0.029,0.044,-0.005,-0.029,0.034,0.005,-0.083,-0.073,-0.078,-0.02,-0.063
-0.01,0.029,0.039,-0.01,-0.024,0.034,0.0,-0.083,-0.078,-0.078,-0.024,-0.063
-0.01,0.029,0.039,-0.01,-0.024,0.034,0.005,-0.083,-0.078,-0.078,-0.02,-0.073
-0.024,0.01,0.034,0.01,-0.029,0.02,0.005,-0.083,-0.068,-0.068,-0.01,-0.063
-0.024,0.02,0.044,0.005,-0.034,0.029,0.02,-0.078,-0.068,-0.068,-0.005,-0.063
-0.02,0.029,0.049,-0.005,-0.034,0.039,0.02,-0.078,-0.068,-0.068,-0.005,-0.063
-0.02,0.029,0.049,-0.005,-0.034,0.039,0.029,-0.078,-0.059,-0.068,-0.005,-0.063
-0.015,0.02,0.034,0.0,-0.024,0.024,0.029,-0.068,-0.059,-0.068,-0.015,-0.073
-0.005,0.02,0.024,-0.005,-0.015,0.02,0.024,-0.068,-0.063,-0.073,-0.02,-0.078
0.0,0.02,0.02,-0.01,-0.01,0.02,0.024,-0.068,-0.063,-0.073,-0.02,-0.078
0.0,0.015,0.015,-0.005,-0.01,0.015,0.024,-0.068,-0.063,-0.068,-0.024,-0.078
0.01,0.015,0.005,-0.01,0.0,0.01,0.029,-0.059,-0.059,-0.068,-0.015,-0.068
0.01,0.015,0.005,-0.01,0.0,0.01,0.039,-0.059,-0.059,-0.068,-0.015,-0.078
0.01,0.015,0.005,-0.01,0.0,0.01,0.044,-0.054,-0.063,-0.063,-0.01,-0.068
0.01,0.015,0.005,-0.01,0.0,0.01,0.044,-0.054,-0.063,-0.063,-0.01,-0.068
0.005,0.005,0.0,-0.005,0.0,0.0,0.054,-0.054,-0.063,-0.068,-0.015,-0.063
-0.005,-0.005,0.0,0.005,-0.005,-0.005,0.054,-0.049,-0.063,-0.063,-0.015,-0.063
-0.01,-0.005,0.005,0.01,-0.01,0.0,0.054,-0.039,-0.059,-0.059,-0.015,-0.059
-0.005,0.005,0.01,0.0,-0.01,0.005,0.054,-0.034,-0.059,-0.054,-0.015,-0.059
-0.005,0.005,0.01,0.0,-0.01,0.005,0.054,-0.034,-0.063,-0.054,-0.01,-0.063
-0.01,0.005,0.015,0.005,-0.015,0.01,0.059,-0.034,-0.059,-0.059,-0.015,-0.068
-0.01,0.005,0.015,0.005,-0.015,0.01,0.059,-0.034,-0.073,-0.068,-0.029,-0.078
-0.01,0.005,0.015,0.005,-0.015,0.01,0.063,-0.044,-0.078,-0.073,-0.034,-0.083
-0.015,0.01,0.024,0.005,-0.02,0.015,0.068,-0.02,-0.063,-0.068,-0.029,-0.088
-0.015,0.01,0.024,0.005,-0.02,0.015,0.073,-0.02,-0.059,-0.063,-0.029,-0.088
-0.005,0.024,0.029,-0.01,-0.02,0.024,0.073,-0.02,-0.059,-0.063,-0.029,-0.088
-0.02,0.0,0.02,0.01,-0.02,0.01,0.073,-0.015,-0.063,-0.068,-0.034,-0.088
-0.029,-0.015,0.015,0.024,-0.024,0.0,0.073,-0.015,-0.054,-0.068,-0.024,-0.088
-0.02,-0.005,0.015,0.015,-0.02,0.005,0.078,-0.015,-0.054,-0.063,-0.024,-0.083
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.078,-0.015,-0.054,-0.059,-0.029,-0.078
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.083,-0.015,-0.054,-0.054,-0.029,-0.073
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.068,-0.024,-0.063,-0.059,-0.039,-0.083
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.063,-0.029,-0.068,-0.059,-0.039,-0.083
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.063,-0.029,-0.063,-0.063,-0.039,-0.083
-0.02,0.0,0.02,0.01,-0.02,0.01,0.059,-0.034,-0.068,-0.068,-0.039,-0.083
-0.029,-0.015,0.015,0.024,-0.024,0.0,0.054,-0.024,-0.073,-0.059,-0.034,-0.078
-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.054,-0.024,-0.068,-0.059,-0.029,-0.073
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.049,-0.024,-0.059,-0.059,-0.024,-0.068
-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.044,-0.02,-0.054,-0.059,-0.02,-0.068
-0.015,-0.024,-0.01,0.02,-0.005,-0.02,0.029,-0.034,-0.068,-0.068,-0.024,-0.073
0.0,-0.015,-0.015,0.01,0.005,-0.015,0.024,-0.039,-0.073,-0.068,-0.029,-0.078
0.01,0.0,-0.01,-0.005,0.01,-0.005,0.02,-0.044,-0.078,-0.068,-0.034,-0.083
0.02,0.01,-0.01,-0.015,0.015,0.0,0.015,-0.049,-0.083,-0.068,-0.039,-0.088
0.01,-0.005,-0.015,0.0,0.01,-0.01,-0.01,-0.068,-0.093,-0.073,-0.049,-0.093
0.005,-0.01,-0.015,0.005,0.01,-0.015,-0.034,-0.083,-0.102,-0.088,-0.049,-0.098
0.0,-0.01,-0.01,0.005,0.005,-0.01,-0.054,-0.093,-0.102,-0.093,-0.063,-0.098
-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.073,-0.098,-0.098,-0.093,-0.063,-0.098
-0.049,-0.024,0.024,0.039,-0.039,0.0,-0.122,-0.098,-0.078,-0.102,-0.083,-0.117
-0.059,0.005,0.063,0.029,-0.063,0.034,-0.132,-0.088,-0.059,-0.098,-0.098,-0.122
-0.088,-0.005,0.083,0.049,-0.088,0.039,-0.137,-0.098,-0.068,-0.078,-0.073,-0.102
-0.083,-0.024,0.059,0.054,-0.073,0.015,-0.161,-0.132,-0.093,-0.054,-0.054,-0.083
-0.034,-0.005,0.029,0.02,-0.034,0.01,-0.171,-0.151,-0.112,0.029,0.005,-0.063
-0.015,-0.015,0.0,0.015,-0.01,-0.01,-0.156,-0.122,-0.073,0.166,0.127,-0.024
-0.015,-0.054,-0.039,0.034,0.01,-0.049,-0.146,-0.102,-0.039,0.288,0.254,0.034
0.02,-0.049,-0.068,0.015,0.044,-0.059,-0.142,-0.102,-0.039,0.366,0.351,0.073
0.044,-0.034,-0.078,-0.005,0.059,-0.059,-0.151,-0.093,-0.02,0.439,0.473,0.132
0.039,-0.059,-0.098,0.01,0.068,-0.078,-0.127,-0.039,0.073,0.595,0.634,0.224
0.049,-0.049,-0.098,0.0,0.073,-0.073,-0.107,0.024,0.166,0.756,0.781,0.307
0.059,0.02,-0.039,-0.039,0.049,-0.01,-0.127,0.029,0.215,0.844,0.864,0.376
0.059,0.034,-0.024,-0.044,0.039,0.005,-0.137,0.044,0.273,0.927,0.932,0.439
0.073,0.054,-0.02,-0.063,0.044,0.015,-0.117,0.117,0.395,1.044,1.0,0.483
0.088,0.112,0.024,-0.098,0.029,0.068,-0.078,0.21,0.498,1.093,0.971,0.473
0.098,0.146,0.049,-0.122,0.024,0.098,-0.039,0.273,0.566,1.064,0.869,0.444
0.073,0.146,0.073,-0.107,0.0,0.107,-0.01,0.303,0.576,0.913,0.649,0.356
-0.01,0.142,0.151,-0.063,-0.083,0.146,0.039,0.327,0.508,0.576,0.293,0.166
-0.093,0.122,0.215,-0.015,-0.156,0.166,0.132,0.356,0.439,0.151,-0.127,-0.073
-0.156,0.068,0.224,0.044,-0.19,0.146,0.229,0.41,0.395,-0.244,-0.473,-0.288
-0.19,-0.015,0.176,0.102,-0.185,0.078,0.268,0.42,0.342,-0.527,-0.698,-0.425
-0.2,-0.059,0.142,0.132,-0.171,0.039,0.278,0.4,0.298,-0.664,-0.776,-0.498
-0.205,-0.098,0.107,0.151,-0.156,0.005,0.307,0.405,0.322,-0.649,-0.747,-0.503
-0.195,-0.132,0.063,0.166,-0.132,-0.034,0.351,0.434,0.39,-0.542,-0.669,-0.488
-0.161,-0.122,0.039,0.142,-0.102,-0.044,0.361,0.454,0.429,-0.444,-0.59,-0.468
-0.161,-0.127,0.034,0.146,-0.098,-0.049,0.361,0.473,0.444,-0.41,-0.537,-0.439
-0.21,-0.166,0.044,0.19,-0.127,-0.063,0.361,0.483,0.434,-0.405,-0.493,-0.405
-0.161,-0.146,0.015,0.156,-0.088,-0.068,0.346,0.493,0.434,-0.351,-0.434,-0.371
-0.117,-0.107,0.01,0.112,-0.063,-0.049,0.346,0.517,0.493,-0.268,-0.381,-0.332
-0.146,-0.127,0.02,0.137,-0.083,-0.054,0.366,0.571,0.532,-0.234,-0.351,-0.312
-0.127,-0.127,0.0,0.127,-0.063,-0.063,0.366,0.59,0.512,-0.264,-0.342,-0.307
-0.083,-0.093,-0.01,0.088,-0.039,-0.054,0.381,0.615,0.473,-0.273,-0.342,-0.298
-0.088,-0.102,-0.015,0.098,-0.039,-0.059,0.439,0.698,0.464,-0.268,-0.327,-0.298
-0.083,-0.122,-0.039,0.102,-0.024,-0.083,0.498,0.786,0.444,-0.298,-0.337,-0.303
-0.102,-0.132,-0.029,0.117,-0.039,-0.083,0.527,0.849,0.386,-0.342,-0.346,-0.312
-0.112,-0.132,-0.02,0.122,-0.049,-0.078,0.566,0.883,0.298,-0.356,-0.346,-0.307
-0.117,-0.132,-0.015,0.127,-0.054,-0.073,0.605,0.913,0.224,-0.361,-0.337,-0.298
-0.137,-0.112,0.024,0.127,-0.083,-0.044,0.639,0.913,0.161,-0.361,-0.327,-0.288
-0.137,-0.098,0.039,0.117,-0.088,-0.029,0.664,0.913,0.102,-0.371,-0.307,-0.273
-0.137,-0.117,0.02,0.127,-0.078,-0.049,0.717,0.932,0.063,-0.366,-0.293,-0.264
-0.098,-0.117,-0.02,0.107,-0.039,-0.068,0.771,0.976,0.039,-0.356,-0.293,-0.268
-0.078,-0.088,-0.01,0.083,-0.034,-0.049,0.82,1.005,0.039,-0.346,-0.283,-0.259
-0.122,-0.107,0.015,0.117,-0.068,-0.049,0.878,1.005,0.029,-0.342,-0.273,-0.239
-0.146,-0.137,0.01,0.142,-0.078,-0.063,0.917,0.996,0.0,-0.342,-0.264,-0.239
-0.132,-0.102,0.029,0.117,-0.083,-0.039,0.927,0.996,0.01,-0.317,-0.254,-0.229
-0.142,-0.102,0.039,0.122,-0.093,-0.034,0.976,1.02,0.039,-0.293,-0.239,-0.215
-0.176,-0.146,0.029,0.161,-0.102,-0.059,1.03,1.035,0.063,-0.283,-0.239,-0.21
-0.156,-0.146,0.01,0.151,-0.083,-0.068,1.035,0.971,0.044,-0.283,-0.249,-0.22
-0.117,-0.117,0.0,0.117,-0.059,-0.059,0.976,0.825,-0.015,-0.283,-0.244,-0.224
-0.127,-0.137,-0.01,0.132,-0.059,-0.073,0.874,0.659,-0.039,-0.264,-0.215,-0.19
-0.142,-0.132,0.01,0.137,-0.078,-0.063,0.766,0.483,-0.063,-0.254,-0.185,-0.176
-0.112,-0.093,0.02,0.102,-0.068,-0.039,0.659,0.268,-0.112,-0.244,-0.171,-0.171
-0.083,-0.073,0.01,0.078,-0.049,-0.034,0.561,0.112,-0.142,-0.229,-0.156,-0.176
-0.073,-0.078,-0.005,0.078,-0.034,-0.044,0.464,0.034,-0.151,-0.195,-0.132,-0.156
-0.078,-0.059,0.02,0.068,-0.049,-0.02,0.351,0.005,-0.151,-0.156,-0.107,-0.127
-0.054,-0.029,0.024,0.044,-0.039,-0.005,0.264,-0.01,-0.146,-0.127,-0.078,-0.098
-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.21,-0.005,-0.127,-0.093,-0.049,-0.054
-0.034,-0.02,0.015,0.029,-0.024,-0.005,0.142,-0.005,-0.107,-0.073,-0.034,-0.049
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.093,-0.024,-0.098,-0.068,-0.029,-0.059
-0.005,-0.005,0.0,0.005,-0.005,-0.005,0.068,-0.034,-0.083,-0.063,-0.024,-0.059
-0.015,0.005,0.02,0.005,-0.02,0.01,0.059,-0.029,-0.054,-0.044,-0.01,-0.039
-0.034,-0.005,0.029,0.02,-0.034,0.01,0.034,-0.044,-0.059,-0.054,-0.01,-0.039
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.02,-0.049,-0.059,-0.059,-0.005,-0.039
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.02,-0.054,-0.063,-0.059,0.0,-0.039
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.0,-0.054,-0.088,-0.063,0.0,-0.039
-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.029,-0.078,-0.102,-0.059,0.01,-0.044
-0.01,-0.02,-0.01,0.015,0.0,-0.015,-0.039,-0.088,-0.107,-0.049,0.02,-0.039
-0.005,-0.015,-0.01,0.01,0.0,-0.015,-0.044,-0.093,-0.107,-0.034,0.024,-0.029
-0.005,-0.005,0.0,0.005,-0.005,-0.005,-0.049,-0.098,-0.112,-0.029,0.024,-0.024
0.0,-0.005,-0.005,0.005,0.0,-0.005,-0.059,-0.107,-0.102,-0.029,0.015,-0.034
0.0,-0.005,-0.005,0.005,0.0,-0.005,-0.063,-0.117,-0.102,-0.034,0.015,-0.044
0.005,-0.005,-0.01,0.0,0.005,-0.01,-0.068,-0.117,-0.102,-0.039,0.015,-0.049
0.005,-0.005,-0.01,0.0,0.005,-0.01,-0.068,-0.122,-0.107,-0.044,0.015,-0.049
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,-0.068,-0.132,-0.117,-0.044,0.015,-0.054
-0.005,-0.02,-0.015,0.015,0.005,-0.02,-0.078,-0.142,-0.127,-0.039,0.015,-0.049
-0.005,-0.02,-0.015,0.015,0.005,-0.02,-0.083,-0.142,-0.132,-0.039,0.02,-0.044
-0.01,-0.029,-0.02,0.02,0.005,-0.024,-0.093,-0.142,-0.137,-0.034,0.024,-0.044
-0.015,-0.044,-0.029,0.029,0.005,-0.039,-0.117,-0.161,-0.151,-0.044,0.015,-0.044
-0.005,-0.034,-0.029,0.02,0.01,-0.034,-0.127,-0.171,-0.156,-0.039,0.02,-0.044
-0.01,-0.039,-0.029,0.024,0.01,-0.034,-0.127,-0.181,-0.156,-0.029,0.024,-0.034
-0.024,-0.044,-0.02,0.034,-0.005,-0.034,-0.137,-0.195,-0.156,-0.029,0.024,-0.034
-0.005,-0.024,-0.02,0.015,0.005,-0.024,-0.156,-0.2,-0.166,-0.034,0.024,-0.044
-0.005,-0.024,-0.02,0.015,0.005,-0.024,-0.166,-0.2,-0.166,-0.039,0.024,-0.039
-0.005,-0.034,-0.029,0.02,0.01,-0.034,-0.176,-0.205,-0.166,-0.034,0.039,-0.039
-0.005,-0.034,-0.029,0.02,0.01,-0.034,-0.19,-0.215,-0.166,-0.039,0.044,-0.039
-0.015,-0.005,0.01,0.01,-0.015,0.0,-0.205,-0.205,-0.156,-0.024,0.049,-0.034
-0.024,-0.02,0.005,0.024,-0.015,-0.01,-0.21,-0.205,-0.156,-0.02,0.059,-0.02
-0.015,0.0,0.015,0.01,-0.015,0.005,-0.22,-0.215,-0.171,-0.02,0.063,-0.015
