I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.01,0.01,0.0,-0.01,0.005,0.005,0.083,0.215,0.185,0.088,0.024,0.015
0.01,0.01,0.0,-0.01,0.005,0.005,0.078,0.215,0.195,0.093,0.034,0.02
0.024,0.034,0.01,-0.029,0.005,0.02,0.078,0.224,0.21,0.102,0.039,0.029
0.044,0.049,0.005,-0.044,0.02,0.024,0.083,0.224,0.22,0.107,0.049,0.02
0.049,0.049,0.0,-0.049,0.024,0.024,0.078,0.224,0.224,0.117,0.049,0.02
0.059,0.054,-0.005,-0.054,0.029,0.024,0.078,0.234,0.224,0.122,0.059,0.024
0.059,0.059,0.0,-0.059,0.029,0.029,0.083,0.239,0.244,0.137,0.078,0.034
0.054,0.059,0.005,-0.054,0.024,0.029,0.073,0.239,0.254,0.146,0.068,0.034
0.054,0.044,-0.01,-0.049,0.029,0.015,0.063,0.239,0.254,0.161,0.068,0.034
0.054,0.039,-0.015,-0.044,0.034,0.01,0.049,0.244,0.259,0.161,0.068,0.039
0.059,0.034,-0.024,-0.044,0.039,0.005,0.059,0.254,0.268,0.176,0.078,0.049
0.059,0.073,0.015,-0.063,0.02,0.044,0.059,0.264,0.288,0.19,0.098,0.049
0.073,0.073,0.0,-0.073,0.034,0.034,0.054,0.264,0.293,0.19,0.098,0.054
0.063,0.073,0.01,-0.068,0.024,0.039,0.044,0.268,0.293,0.19,0.098,0.054
0.063,0.078,0.015,-0.068,0.024,0.044,0.044,0.268,0.303,0.205,0.098,0.059
0.073,0.073,0.0,-0.073,0.034,0.034,0.039,0.259,0.303,0.21,0.098,0.054
0.073,0.073,0.0,-0.073,0.034,0.034,0.039,0.259,0.312,0.21,0.102,0.059
0.073,0.073,0.0,-0.073,0.034,0.034,0.029,0.264,0.317,0.22,0.117,0.063
0.073,0.073,0.0,-0.073,0.034,0.034,0.024,0.264,0.312,0.224,0.122,0.068
0.059,0.068,0.01,-0.063,0.024,0.039,0.01,0.259,0.303,0.224,0.112,0.068
0.054,0.054,0.0,-0.054,0.024,0.024,0.005,0.239,0.298,0.229,0.112,0.063
0.073,0.059,-0.015,-0.063,0.044,0.02,0.005,0.234,0.298,0.239,0.122,0.063
0.068,0.073,0.005,-0.068,0.029,0.039,0.005,0.229,0.307,0.244,0.127,0.063
0.088,0.088,0.0,-0.088,0.044,0.044,0.015,0.249,0.327,0.264,0.146,0.083
0.112,0.107,-0.005,-0.107,0.059,0.049,0.02,0.254,0.337,0.268,0.161,0.093
0.122,0.122,0.0,-0.122,0.059,0.059,0.024,0.259,0.342,0.273,0.171,0.107
0.117,0.137,0.02,-0.127,0.049,0.078,0.034,0.264,0.351,0.283,0.176,0.122
0.117,0.127,0.01,-0.122,0.054,0.068,0.015,0.259,0.342,0.283,0.166,0.112
0.122,0.127,0.005,-0.122,0.059,0.063,0.01,0.249,0.342,0.283,0.166,0.112
0.122,0.127,0.005,-0.122,0.059,0.063,0.005,0.244,0.342,0.288,0.166,0.112
0.127,0.122,-0.005,-0.122,0.063,0.059,0.005,0.239,0.337,0.288,0.171,0.117
0.122,0.117,-0.005,-0.117,0.063,0.054,0.005,0.239,0.346,0.278,0.176,0.107
0.122,0.117,-0.005,-0.117,0.063,0.054,0.01,0.239,0.346,0.278,0.176,0.112
0.117,0.112,-0.005,-0.112,0.059,0.054,0.01,0.244,0.337,0.278,0.176,0.112
0.093,0.102,0.01,-0.098,0.039,0.054,0.01,0.244,0.337,0.273,0.171,0.107
0.093,0.112,0.02,-0.102,0.034,0.063,0.0,0.229,0.322,0.259,0.156,0.093
0.098,0.122,0.024,-0.107,0.034,0.073,0.005,0.22,0.317,0.254,0.151,0.093
0.098,0.122,0.024,-0.107,0.034,0.073,0.005,0.215,0.303,0.249,0.137,0.093
0.083,0.112,0.029,-0.098,0.024,0.068,0.005,0.205,0.283,0.239,0.132,0.088
0.083,0.117,0.034,-0.098,0.024,0.073,0.02,0.21,0.283,0.244,0.137,0.093
0.083,0.117,0.034,-0.098,0.024,0.073,0.024,0.205,0.273,0.244,0.142,0.098
0.093,0.117,0.024,-0.102,0.034,0.068,0.029,0.19,0.264,0.229,0.142,0.102
0.073,0.117,0.044,-0.093,0.015,0.078,0.029,0.181,0.254,0.215,0.137,0.093
0.083,0.107,0.024,-0.093,0.029,0.063,0.029,0.185,0.249,0.22,0.132,0.083
0.088,0.122,0.034,-0.102,0.024,0.078,0.039,0.181,0.239,0.205,0.127,0.083
0.088,0.122,0.034,-0.102,0.024,0.078,0.039,0.171,0.224,0.19,0.112,0.078
0.078,0.112,0.034,-0.093,0.02,0.073,0.039,0.161,0.21,0.176,0.107,0.073
0.068,0.102,0.034,-0.083,0.015,0.068,0.044,0.161,0.19,0.151,0.107,0.078
0.068,0.102,0.034,-0.083,0.015,0.068,0.049,0.146,0.185,0.142,0.098,0.073
0.063,0.102,0.039,-0.083,0.01,0.068,0.059,0.142,0.166,0.137,0.093,0.068
0.049,0.093,0.044,-0.068,0.0,0.068,0.059,0.132,0.151,0.127,0.078,0.059
0.029,0.083,0.054,-0.054,-0.015,0.068,0.049,0.127,0.137,0.117,0.068,0.059
0.039,0.078,0.039,-0.059,0.0,0.059,0.049,0.127,0.132,0.112,0.068,0.054
0.02,0.078,0.059,-0.049,-0.02,0.068,0.059,0.107,0.117,0.102,0.063,0.049
0.015,0.073,0.059,-0.044,-0.024,0.063,0.049,0.098,0.093,0.093,0.054,0.044
0.024,0.073,0.049,-0.049,-0.015,0.059,0.049,0.078,0.078,0.063,0.049,0.034
0.029,0.068,0.039,-0.049,-0.005,0.054,0.049,0.073,0.078,0.054,0.049,0.034
0.024,0.054,0.029,-0.039,-0.005,0.039,0.049,0.073,0.068,0.054,0.044,0.029
0.02,0.054,0.034,-0.034,-0.01,0.044,0.049,0.063,0.054,0.039,0.02,0.029
0.015,0.039,0.024,-0.024,-0.005,0.029,0.049,0.049,0.034,0.029,0.01,0.024
0.01,0.034,0.024,-0.02,-0.01,0.029,0.049,0.049,0.029,0.02,0.01,0.02
0.005,0.024,0.02,-0.015,-0.01,0.02,0.049,0.044,0.02,0.01,0.005,0.015
0.0,0.01,0.01,-0.005,-0.005,0.01,0.049,0.039,0.015,0.01,0.005,0.015
0.0,0.02,0.02,-0.01,-0.01,0.02,0.054,0.034,0.01,0.0,-0.015,0.005
-0.005,0.02,0.024,-0.005,-0.015,0.02,0.054,0.029,0.0,-0.01,-0.015,0.0
-0.015,0.02,0.034,0.0,-0.024,0.024,0.054,0.024,0.0,-0.02,-0.02,-0.01
-0.015,0.01,0.024,0.005,-0.02,0.015,0.059,0.024,0.0,-0.02,-0.02,-0.015
-0.015,0.005,0.02,0.005,-0.02,0.01,0.049,0.02,-0.005,-0.015,-0.029,-0.015
-0.015,0.005,0.02,0.005,-0.02,0.01,0.049,0.02,-0.01,-0.02,-0.029,-0.015
-0.015,0.005,0.02,0.005,-0.02,0.01,0.049,0.02,-0.015,-0.02,-0.029,-0.015
-0.015,0.0,0.015,0.01,-0.015,0.005,0.054,0.01,-0.015,-0.02,-0.029,-0.015
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.044,0.02,-0.02,-0.02,-0.024,-0.01
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.044,0.034,-0.02,-0.02,-0.029,-0.01
-0.029,-0.015,0.015,0.024,-0.024,0.0,0.044,0.02,-0.02,-0.024,-0.029,-0.01
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.044,0.005,-0.015,-0.029,-0.024,-0.01
-0.029,-0.005,0.024,0.02,-0.029,0.01,0.034,0.005,-0.024,-0.034,-0.024,-0.02
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.034,0.005,-0.029,-0.034,-0.029,-0.02
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.039,0.005,-0.029,-0.029,-0.029,-0.015
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.039,0.005,-0.029,-0.029,-0.029,-0.01
-0.01,0.005,0.015,0.005,-0.015,0.01,0.049,0.005,-0.02,-0.029,-0.024,0.0
-0.01,0.0,0.01,0.005,-0.01,0.005,0.044,0.005,-0.024,-0.034,-0.029,-0.01
-0.005,0.005,0.01,0.0,-0.01,0.005,0.044,0.005,-0.029,-0.039,-0.034,-0.01
-0.005,0.005,0.01,0.0,-0.01,0.005,0.044,0.005,-0.029,-0.039,-0.034,-0.01
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.044,0.015,-0.034,-0.034,-0.029,-0.02
-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.044,0.015,-0.034,-0.034,-0.029,-0.02
-0.049,-0.039,0.01,0.044,-0.029,-0.015,0.044,0.015,-0.034,-0.034,-0.029,-0.02
-0.054,-0.044,0.01,0.049,-0.034,-0.02,0.044,0.005,-0.034,-0.034,-0.029,-0.02
-0.034,-0.029,0.005,0.034,-0.02,-0.015,0.029,-0.005,-0.044,-0.044,-0.044,-0.029
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.029,-0.005,-0.044,-0.044,-0.049,-0.039
-0.015,-0.005,0.01,0.01,-0.015,0.0,0.029,-0.005,-0.044,-0.044,-0.049,-0.039
-0.01,0.005,0.015,0.005,-0.015,0.01,0.029,0.0,-0.044,-0.044,-0.044,-0.034
0.0,0.015,0.015,-0.005,-0.01,0.015,0.034,0.015,-0.034,-0.044,-0.044,-0.02
0.0,0.015,0.015,-0.005,-0.01,0.015,0.034,0.015,-0.034,-0.044,-0.044,-0.02
-0.01,0.015,0.024,0.0,-0.02,0.02,0.029,0.01,-0.034,-0.044,-0.039,-0.02
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.029,0.01,-0.034,-0.044,-0.039,-0.02
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.034,0.02,-0.024,-0.034,-0.029,-0.029
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.039,0.024,-0.02,-0.024,-0.024,-0.024
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.049,0.029,-0.02,-0.024,-0.024,-0.024
-0.039,-0.024,0.015,0.034,-0.029,-0.005,0.054,0.029,-0.02,-0.024,-0.034,-0.024
-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.039,0.01,-0.034,-0.034,-0.039,-0.029
-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.034,0.01,-0.034,-0.039,-0.049,-0.034
-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.034,0.015,-0.029,-0.044,-0.054,-0.034
-0.02,-0.005,0.015,0.015,-0.02,0.005,0.039,0.015,-0.024,-0.049,-0.054,-0.029
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.044,0.01,-0.034,-0.049,-0.044,-0.015
-0.039,-0.039,0.0,0.039,-0.02,-0.02,0.044,0.01,-0.034,-0.049,-0.044,-0.015
-0.044,-0.049,-0.005,0.049,-0.02,-0.029,0.044,0.01,-0.034,-0.049,-0.044,-0.015
-0.049,-0.059,-0.01,0.054,-0.02,-0.034,0.044,0.015,-0.029,-0.044,-0.039,-0.02
-0.039,-0.059,-0.02,0.049,-0.01,-0.039,0.034,0.005,-0.034,-0.044,-0.039,-0.02
-0.039,-0.054,-0.015,0.049,-0.015,-0.034,0.029,0.005,-0.034,-0.044,-0.039,-0.02
-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.029,0.005,-0.039,-0.044,-0.039,-0.02
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.029,0.0,-0.039,-0.044,-0.039,-0.015
-0.01,-0.005,0.005,0.01,-0.01,0.0,0.039,0.005,-0.034,-0.044,-0.029,-0.005
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.039,0.01,-0.029,-0.039,-0.029,-0.005
-0.015,-0.005,0.01,0.01,-0.015,0.0,0.044,0.024,-0.02,-0.039,-0.024,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.029,-0.015,-0.039,-0.024,0.0
0.005,0.01,0.005,-0.005,0.0,0.005,0.054,0.024,-0.005,-0.034,-0.024,0.0
-0.01,0.005,0.015,0.005,-0.015,0.01,0.054,0.024,-0.005,-0.029,-0.024,0.0
-0.005,0.005,0.01,0.0,-0.01,0.005,0.054,0.024,-0.005,-0.024,-0.024,0.0
0.005,0.005,0.0,-0.005,0.0,0.0,0.054,0.024,-0.005,-0.02,-0.024,0.0
0.01,0.02,0.01,-0.015,0.0,0.015,0.044,0.01,-0.01,-0.029,-0.034,-0.015
0.015,0.034,0.02,-0.024,-0.005,0.024,0.039,0.01,-0.015,-0.029,-0.039,-0.02
0.015,0.034,0.02,-0.024,-0.005,0.024,0.034,0.015,-0.02,-0.034,-0.034,-0.015
0.01,0.024,0.015,-0.015,-0.005,0.02,0.024,-0.005,-0.024,-0.044,-0.054,-0.02
0.005,0.01,0.005,-0.005,0.0,0.005,0.039,0.01,-0.02,-0.039,-0.039,-0.01
0.01,0.01,0.0,-0.01,0.005,0.005,0.049,0.024,-0.015,-0.029,-0.024,-0.005
0.005,0.02,0.015,-0.01,-0.005,0.015,0.054,0.029,-0.005,-0.015,-0.01,0.005
-0.015,0.01,0.024,0.005,-0.02,0.015,0.059,0.034,0.0,0.0,-0.005,0.01
-0.029,-0.01,0.02,0.02,-0.024,0.005,0.059,0.029,-0.005,-0.015,-0.01,-0.005
-0.029,-0.01,0.02,0.02,-0.024,0.005,0.054,0.029,-0.005,-0.015,-0.015,-0.005
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.054,0.024,-0.01,-0.02,-0.02,-0.01
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.049,0.02,-0.015,-0.024,-0.024,-0.015
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.029,0.02,-0.015,-0.029,-0.034,-0.005
-0.005,0.0,0.005,0.005,-0.005,0.0,0.029,0.015,-0.024,-0.044,-0.034,-0.015
-0.005,0.01,0.015,0.0,-0.01,0.01,0.024,0.01,-0.024,-0.049,-0.039,-0.015
-0.024,0.01,0.034,0.01,-0.029,0.02,0.024,0.01,-0.024,-0.054,-0.039,-0.02
-0.01,0.02,0.029,-0.005,-0.02,0.024,0.039,0.02,-0.01,-0.044,-0.034,-0.005
0.005,0.029,0.024,-0.015,-0.01,0.024,0.044,0.024,-0.005,-0.034,-0.029,0.005
0.02,0.029,0.01,-0.024,0.005,0.02,0.054,0.029,0.0,-0.02,-0.02,0.01
0.024,0.024,0.0,-0.024,0.01,0.01,0.059,0.034,0.005,-0.01,-0.01,0.015
-0.01,0.015,0.024,0.0,-0.02,0.02,0.049,0.024,0.0,-0.015,-0.015,0.0
-0.024,0.01,0.034,0.01,-0.029,0.02,0.049,0.024,-0.005,-0.02,-0.02,0.0
-0.024,0.01,0.034,0.01,-0.029,0.02,0.049,0.024,-0.01,-0.024,-0.02,0.0
-0.039,0.0,0.039,0.02,-0.039,0.02,0.049,0.024,-0.015,-0.024,-0.024,-0.005
-0.044,-0.01,0.034,0.029,-0.039,0.01,0.059,0.034,-0.005,-0.015,-0.015,0.005
-0.024,0.005,0.029,0.01,-0.029,0.015,0.059,0.034,-0.005,-0.015,-0.01,0.01
0.01,0.02,0.01,-0.015,0.0,0.015,0.063,0.034,-0.005,-0.015,-0.01,0.01
0.005,0.024,0.02,-0.015,-0.01,0.02,0.068,0.034,-0.005,-0.01,-0.01,0.01
0.0,0.005,0.005,0.0,-0.005,0.005,0.063,0.024,-0.02,-0.02,-0.01,0.005
0.0,0.015,0.015,-0.005,-0.01,0.015,0.049,0.02,-0.02,-0.029,-0.02,0.005
0.01,0.015,0.005,-0.01,0.0,0.01,0.044,0.015,-0.02,-0.034,-0.02,0.005
0.01,0.015,0.005,-0.01,0.0,0.01,0.039,0.015,-0.02,-0.034,-0.015,0.005
-0.01,0.01,0.02,0.0,-0.015,0.015,0.049,0.029,-0.01,-0.02,-0.02,-0.005
-0.02,0.01,0.029,0.005,-0.024,0.02,0.049,0.029,-0.01,-0.02,-0.024,-0.005
-0.044,-0.005,0.039,0.024,-0.044,0.015,0.049,0.02,-0.02,-0.02,-0.029,-0.005
-0.059,-0.01,0.049,0.034,-0.054,0.02,0.039,0.02,-0.02,-0.024,-0.039,-0.005
-0.059,-0.02,0.039,0.039,-0.049,0.01,0.049,0.01,-0.029,-0.034,-0.029,0.005
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.054,0.01,-0.024,-0.029,-0.024,0.005
0.0,0.01,0.01,-0.005,-0.005,0.01,0.059,0.01,-0.024,-0.029,-0.02,0.01
0.01,0.01,0.0,-0.01,0.005,0.005,0.059,0.01,-0.029,-0.029,-0.02,0.01
-0.005,0.02,0.024,-0.005,-0.015,0.02,0.054,-0.005,-0.039,-0.039,-0.029,0.0
-0.005,0.005,0.01,0.0,-0.01,0.005,0.049,-0.005,-0.049,-0.044,-0.029,-0.01
-0.005,-0.01,-0.005,0.01,0.0,-0.01,0.044,-0.005,-0.049,-0.044,-0.029,-0.01
-0.005,0.0,0.005,0.005,-0.005,0.0,0.039,-0.005,-0.044,-0.044,-0.034,-0.01
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.044,0.005,-0.039,-0.039,-0.029,0.0
0.01,0.005,-0.005,-0.005,0.005,0.0,0.049,0.005,-0.039,-0.034,-0.024,0.005
0.01,0.005,-0.005,-0.005,0.005,0.0,0.054,0.0,-0.034,-0.034,-0.02,0.005
0.005,-0.01,-0.015,0.005,0.01,-0.015,0.059,0.0,-0.034,-0.029,-0.015,0.005
-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.054,-0.005,-0.034,-0.029,-0.015,0.0
-0.034,-0.024,0.01,0.029,-0.024,-0.01,0.054,-0.005,-0.034,-0.029,-0.015,0.0
-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.059,0.0,-0.034,-0.029,-0.015,0.01
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.063,0.0,-0.024,-0.024,-0.005,0.015
0.0,0.01,0.01,-0.005,-0.005,0.01,0.059,0.005,-0.034,-0.034,-0.01,0.015
0.015,0.029,0.015,-0.02,0.0,0.02,0.054,0.005,-0.034,-0.034,-0.015,0.01
0.005,0.029,0.024,-0.015,-0.01,0.024,0.044,-0.005,-0.044,-0.039,-0.024,-0.005
-0.015,-0.005,0.01,0.01,-0.015,0.0,0.034,-0.015,-0.049,-0.044,-0.034,-0.01
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.044,-0.015,-0.039,-0.034,-0.029,0.0
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.049,-0.01,-0.034,-0.034,-0.029,0.0
0.015,0.01,-0.005,-0.01,0.01,0.0,0.059,-0.005,-0.034,-0.034,-0.024,0.0
0.01,0.01,0.0,-0.01,0.005,0.005,0.063,-0.005,-0.039,-0.039,-0.024,-0.005
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.054,-0.02,-0.044,-0.049,-0.034,-0.01
-0.034,-0.015,0.02,0.024,-0.029,0.0,0.049,-0.02,-0.044,-0.049,-0.034,-0.01
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.049,-0.02,-0.049,-0.044,-0.034,-0.005
-0.029,0.005,0.034,0.015,-0.034,0.02,0.044,-0.02,-0.054,-0.039,-0.029,0.0
-0.024,-0.005,0.02,0.015,-0.024,0.005,0.049,-0.015,-0.049,-0.049,-0.029,-0.01
-0.029,-0.01,0.02,0.02,-0.024,0.005,0.049,-0.015,-0.049,-0.049,-0.034,-0.01
-0.024,-0.02,0.005,0.024,-0.015,-0.01,0.044,-0.024,-0.059,-0.059,-0.044,-0.015
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.044,-0.024,-0.059,-0.059,-0.044,-0.015
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.049,-0.015,-0.049,-0.039,-0.039,-0.005
-0.024,-0.015,0.01,0.02,-0.02,-0.005,0.054,-0.015,-0.044,-0.039,-0.029,-0.005
-0.029,-0.015,0.015,0.024,-0.024,0.0,0.054,-0.02,-0.044,-0.039,-0.024,-0.005
-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.054,-0.024,-0.049,-0.049,-0.02,-0.015
-0.044,-0.034,0.01,0.039,-0.029,-0.015,0.039,-0.029,-0.054,-0.054,-0.029,-0.029
-0.049,-0.034,0.015,0.044,-0.034,-0.01,0.039,-0.034,-0.059,-0.059,-0.039,-0.029
-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.034,-0.034,-0.063,-0.063,-0.049,-0.034
-0.059,-0.029,0.029,0.044,-0.044,0.0,0.034,-0.034,-0.063,-0.063,-0.059,-0.034
-0.034,-0.005,0.029,0.02,-0.034,0.01,0.044,-0.024,-0.054,-0.054,-0.044,-0.02
-0.005,0.005,0.01,0.0,-0.01,0.005,0.059,-0.015,-0.044,-0.044,-0.029,-0.01
0.01,0.005,-0.005,-0.005,0.005,0.0,0.068,0.0,-0.034,-0.034,-0.015,0.005
0.02,0.005,-0.015,-0.01,0.015,-0.005,0.073,0.01,-0.024,-0.024,0.0,0.02
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.059,0.0,-0.029,-0.024,-0.015,0.02
0.01,0.005,-0.005,-0.005,0.005,0.0,0.054,0.0,-0.034,-0.024,-0.015,0.015
-0.005,0.005,0.01,0.0,-0.01,0.005,0.049,0.0,-0.044,-0.024,-0.02,0.01
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.039,-0.01,-0.049,-0.034,-0.034,-0.005
-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.039,-0.015,-0.054,-0.039,-0.049,-0.02
-0.029,-0.02,0.01,0.024,-0.02,-0.005,0.039,-0.02,-0.054,-0.039,-0.049,-0.02
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.039,-0.029,-0.054,-0.044,-0.049,-0.024
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.039,-0.034,-0.054,-0.054,-0.049,-0.029
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.039,-0.024,-0.054,-0.063,-0.044,-0.02
-0.015,-0.01,0.005,0.015,-0.01,-0.005,0.039,-0.024,-0.049,-0.063,-0.039,-0.02
-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.039,-0.02,-0.049,-0.059,-0.039,-0.02
-0.024,-0.024,0.0,0.024,-0.015,-0.015,0.039,-0.02,-0.049,-0.059,-0.039,-0.02
-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.039,-0.029,-0.054,-0.063,-0.039,-0.02
-0.01,-0.01,0.0,0.01,-0.005,-0.005,0.039,-0.029,-0.059,-0.063,-0.039,-0.015
0.0,-0.01,-0.01,0.005,0.005,-0.01,0.039,-0.029,-0.063,-0.059,-0.039,-0.015
0.005,-0.005,-0.01,0.0,0.005,-0.01,0.039,-0.029,-0.068,-0.059,-0.039,-0.015
-0.01,-0.015,-0.005,0.015,-0.005,-0.01,0.044,-0.02,-0.063,-0.049,-0.034,-0.005
-0.015,-0.02,-0.005,0.02,-0.005,-0.015,0.049,-0.02,-0.059,-0.049,-0.034,-0.015
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.054,-0.024,-0.059,-0.054,-0.034,-0.015
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.049,-0.024,-0.054,-0.054,-0.029,-0.02
-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.039,-0.024,-0.054,-0.063,-0.039,-0.02
-0.024,-0.01,0.015,0.02,-0.02,0.0,0.044,-0.02,-0.049,-0.059,-0.029,-0.01
-0.024,0.0,0.024,0.015,-0.024,0.01,0.044,-0.02,-0.049,-0.059,-0.029,-0.01
-0.024,0.005,0.029,0.01,-0.029,0.015,0.044,-0.02,-0.054,-0.063,-0.034,-0.015
-0.02,0.005,0.024,0.01,-0.024,0.015,0.054,-0.02,-0.054,-0.054,-0.044,-0.024
-0.02,0.005,0.024,0.01,-0.024,0.015,0.054,-0.02,-0.054,-0.054,-0.044,-0.024
-0.015,0.005,0.02,0.005,-0.02,0.01,0.049,-0.024,-0.054,-0.059,-0.044,-0.024
-0.01,0.005,0.015,0.005,-0.015,0.01,0.049,-0.024,-0.054,-0.059,-0.044,-0.024
-0.015,-0.015,0.0,0.015,-0.01,-0.01,0.054,-0.02,-0.044,-0.044,-0.029,-0.015
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.054,-0.015,-0.039,-0.044,-0.024,-0.01
-0.034,-0.044,-0.01,0.039,-0.015,-0.029,0.054,-0.01,-0.039,-0.044,-0.02,-0.005
-0.044,-0.068,-0.024,0.059,-0.01,-0.049,0.054,0.0,-0.039,-0.039,-0.01,0.0
-0.034,-0.063,-0.029,0.049,-0.005,-0.049,0.044,-0.015,-0.049,-0.054,-0.015,-0.01
-0.024,-0.049,-0.024,0.039,0.0,-0.039,0.044,-0.02,-0.054,-0.059,-0.02,-0.015
-0.015,-0.029,-0.015,0.024,0.0,-0.024,0.044,-0.024,-0.059,-0.063,-0.024,-0.015
0.0,-0.015,-0.015,0.01,0.005,-0.015,0.039,-0.039,-0.063,-0.073,-0.034,-0.015
-0.01,-0.02,-0.01,0.015,0.0,-0.015,0.044,-0.039,-0.059,-0.068,-0.049,-0.02
-0.01,-0.024,-0.015,0.02,0.0,-0.02,0.044,-0.034,-0.059,-0.073,-0.049,-0.02
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.044,-0.029,-0.059,-0.073,-0.049,-0.015
-0.029,-0.039,-0.01,0.034,-0.01,-0.024,0.044,-0.024,-0.059,-0.063,-0.049,-0.015
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.044,-0.024,-0.054,-0.059,-0.029,-0.024
-0.034,-0.039,-0.005,0.039,-0.015,-0.024,0.044,-0.02,-0.049,-0.059,-0.029,-0.02
-0.034,-0.034,0.0,0.034,-0.02,-0.02,0.044,-0.02,-0.049,-0.059,-0.029,-0.02
-0.039,-0.029,0.01,0.034,-0.024,-0.01,0.039,-0.024,-0.054,-0.068,-0.034,-0.024
-0.029,-0.024,0.005,0.029,-0.02,-0.01,0.039,-0.034,-0.063,-0.068,-0.034,-0.024
-0.029,-0.029,0.0,0.029,-0.015,-0.015,0.039,-0.039,-0.063,-0.068,-0.034,-0.024
-0.024,-0.029,-0.005,0.029,-0.01,-0.02,0.034,-0.044,-0.068,-0.073,-0.044,-0.029
-0.015,-0.029,-0.015,0.024,0.0,-0.024,0.034,-0.044,-0.068,-0.073,-0.044,-0.029
0.015,0.0,-0.015,-0.005,0.015,-0.01,0.039,-0.024,-0.059,-0.068,-0.039,-0.02
0.01,0.01,0.0,-0.01,0.005,0.005,0.029,-0.029,-0.068,-0.068,-0.039,-0.024
-0.015,-0.034,-0.02,0.024,0.0,-0.029,0.039,-0.02,-0.063,-0.049,-0.029,-0.024
-0.034,-0.059,-0.024,0.049,-0.005,-0.044,0.049,-0.01,-0.054,-0.039,-0.024,-0.005
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.039,-0.02,-0.059,-0.059,-0.039,-0.02
-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.039,-0.02,-0.059,-0.059,-0.039,-0.02
-0.02,-0.02,0.0,0.02,-0.01,-0.01,0.039,-0.02,-0.059,-0.059,-0.039,-0.02
-0.02,-0.015,0.005,0.02,-0.015,-0.005,0.039,-0.02,-0.059,-0.059,-0.039,-0.02
-0.02,-0.01,0.01,0.015,-0.015,0.0,0.039,-0.02,-0.059,-0.059,-0.039,-0.02
-0.02,-0.024,-0.005,0.024,-0.01,-0.015,0.029,-0.029,-0.059,-0.068,-0.039,-0.02
-0.02,-0.029,-0.01,0.024,-0.005,-0.02,0.029,-0.029,-0.059,-0.068,-0.039,-0.02
-0.02,-0.034,-0.015,0.029,-0.005,-0.024,0.029,-0.029,-0.059,-0.068,-0.039,-0.02
